Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Resultaten test,Club,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Barraud Laurence,5603223,17,France,Vrouw,1610,Snelwandelaars,20,1,15,177,81,"[('10 km snelwandelen', '1h:07:22.99', '649', 10), ('20 km snelwandelen', '2h:17:55.04', '580', 10), ('50 km snelwandelen', '5h:38:23.07', '551', 10)]",False,20,2,7,3,7,0,8,5,8
Onbekend,Barrera Salomon,5665467,21,Chile,Man,910,Zonder specialiteit,16,1,14,173,69,[],False,16,3,3,3,10,2,3,0,0
Onbekend,Barret François Xavier,5506859,18,France,Man,2080,Middenafstandslopers,20,2,14,196,106,"[('800 meter', '2:26.57', '645', 10), ('1.500 meter', '4:48.85', '660', 10), ('3.000 meter steeplechase', '14:17.34', '679', 10)]",False,11,0,11,5,1,3,0,8,8
Onbekend,Barrett Saoirse,5666375,19,Ireland,Vrouw,1400,Zonder specialiteit,18,1,15,181,73,[],False,20,2,3,3,2,1,9,0,0
Onbekend,Barrientos Delia,5637113,17,España,Vrouw,1320,Langeafstandslopers,20,1,15,183,81,"[('5.000 meter', '21:30.84', '450', 10), ('10.000 meter', '46:35.70', '462', 10), ('Marathon', '3h:17:43.39', '476', 10)]",False,14,2,4,1,4,1,2,9,9
Verspringen,Barrios Juana,5564533,18,El Salvador,Vrouw,1270,Springers,20,2,20,161,65,"[('Hoogspringen', '0.82 m', '130', 10), ('Polsstokhoogspringen', '1.94 m', '159', 10), ('Verspringen', '3.12 m', '253', 10), ('Hinkstapspringen', '5.56 m', '165', 10)]",False,9,1,0,6,3,10,1,6,5
Onbekend,Barroche Romina,5664225,17,Argentina,Vrouw,810,Zonder specialiteit,11,1,14,169,64,[],False,18,2,2,8,3,3,2,0,0
Marathon,Bart René,5506695,20,France,Man,1220,Langeafstandslopers,20,3,16,172,75,"[('5.000 meter', '18:17.29', '454', 10), ('10.000 meter', '42:50.26', '411', 10), ('Marathon', '2h:50:07.59', '542', 10)]",False,10,3,1,3,8,2,3,9,8
Tienkamp,Bartesaghi David,5021115,33,Italia,Man,10790,Meerkampers,20,11,16,189,63,"[('Vijfkamp Mannen - Verspringen', '4.94 m', '772', 10), ('Vijfkamp Mannen - Speerwerpen', '45.39 m', '729', 10), ('Vijfkamp Mannen - 200 meter', '24.25 s', '941', 10), ('Vijfkamp Mannen - Discuswerpen', '37.44 m', '631', 10), ('Vijfkamp Mannen - 1500 meter', '4:34.95', '731', 10), ('Tienkamp - 100 meter', '12.07 s', '923', 10), ('Tienkamp - Verspringen', '4.85 m', '758', 10), ('Tienkamp - Kogelstoten', '11.01 m', '623', 10), ('Tienkamp - Hoogspringen', '0.98 m', '583', 10), ('Tienkamp - 400 meter', '54.01 s', '972', 10), ('Tienkamp - 110 meter horden', '18.28 s', '921', 10), ('Tienkamp - Discuswerpen', '39.05 m', '658', 10), ('Tienkamp - Polsstokhoogspringen', '2.97 m', '626', 10), ('Tienkamp - Speerwerpen', '45.71 m', '734', 10), ('Tienkamp - 1500 meter', '4:26.41', '817', 10), ('Vijfkamp Mannen', '3804 p', '761', 10), ('Tienkamp', '7615 p', '762', 10)]",False,20,13,0,13,10,0,0,11,10
Onbekend,Bartlett Rachel,5664369,18,Bahamas,Vrouw,550,Zonder specialiteit,14,1,14,167,60,[],False,17,7,1,2,3,1,0,0,0
Onbekend,Bartolacci Alfio,5633020,18,Italia,Man,1290,Werpers,20,1,18,177,82,"[('Kogelstoten', '10.06 m', '185', 10), ('Discuswerpen', '36.07 m', '258', 10), ('Kogelslingeren', '35.00 m', '191', 10), ('Speerwerpen', '37.00 m', '238', 10)]",False,10,10,1,2,3,2,9,5,4
Onbekend,Bartoszek Konrad,5664426,17,Polska,Man,800,Werpers,10,1,14,186,86,"[('Kogelstoten', '7.02 m', '0', 10), ('Discuswerpen', '24.43 m', '0', 10), ('Kogelslingeren', '24.56 m', '0', 10), ('Speerwerpen', '28.85 m', '59', 10)]",False,6,3,3,0,2,3,10,5,7
Onbekend,Barz Maximilian,5660038,16,Deutschland,Man,520,Meerkampers,11,1,16,175,73,"[('Vijfkamp Mannen - Verspringen', '2.34 m', '366', 10), ('Vijfkamp Mannen - Speerwerpen', '21.02 m', '337', 10), ('Vijfkamp Mannen - 200 meter', '28.60 s', '483', 10), ('Vijfkamp Mannen - Discuswerpen', '21.01 m', '354', 10), ('Vijfkamp Mannen - 1500 meter', '5:04.22', '436', 10), ('Tienkamp - 100 meter', '14.16 s', '477', 10), ('Tienkamp - Verspringen', '2.27 m', '355', 10), ('Tienkamp - Kogelstoten', '5.72 m', '324', 10), ('Tienkamp - Hoogspringen', '0.50 m', '297', 10), ('Tienkamp - 400 meter', '1:03.52', '526', 10), ('Tienkamp - 110 meter horden', '21.53 s', '463', 10), ('Tienkamp - Discuswerpen', '20.42 m', '344', 10), ('Tienkamp - Polsstokhoogspringen', '1.56 m', '329', 10), ('Tienkamp - Speerwerpen', '21.24 m', '341', 10), ('Tienkamp - 1500 meter', '5:04.55', '433', 10), ('Vijfkamp Mannen', '1976 p', '395', 10), ('Tienkamp', '3889 p', '389', 10)]",False,9,7,1,1,1,2,0,7,7
Onbekend,Bas Albino,5664250,15,España,Man,670,Zonder specialiteit,19,1,15,158,61,[],False,18,3,1,1,5,1,3,0,0
Onbekend,Basili Costanza,5664874,17,Italia,Vrouw,410,Werpers,18,1,15,154,51,"[('Kogelstoten', '5.44 m', '0', 10), ('Discuswerpen', '19.88 m', '0', 10), ('Kogelslingeren', '16.87 m', '0', 10), ('Speerwerpen', '15.43 m', '0', 10)]",False,7,9,1,0,3,1,3,4,6
Onbekend,Bass Lily,5539734,17,United States,Vrouw,210,Langeafstandslopers,20,3,14,169,76,"[('5.000 meter', '21:48.61', '412', 10), ('10.000 meter', '47:48.55', '389', 10), ('Marathon', '3h:20:40.45', '434', 10)]",False,8,3,0,4,2,3,1,6,6
Onbekend,Bastos David,5662567,16,Portugal,Man,270,Werpers,12,1,14,177,79,"[('Kogelstoten', '4.97 m', '0', 10), ('Discuswerpen', '21.37 m', '0', 10), ('Kogelslingeren', '21.29 m', '0', 10), ('Speerwerpen', '22.99 m', '0', 10)]",False,8,2,1,1,4,2,6,7,6
Onbekend,Bastos Mário,5660126,15,Portugal,Man,580,Sprinters,18,1,15,175,74,"[('100 meter', '13.80 s', '623', 10), ('200 meter', '27.56 s', '664', 10), ('400 meter', '1:00.55', '737', 10), ('110 meter horden', '20.80 s', '673', 10), ('400 meter horden', '1:10.86', '739', 10)]",False,8,5,3,8,1,2,1,7,7
Hinkstapspringen,Bates Sally,4998094,34,New Zealand,Vrouw,12410,Springers,20,15,17,183,70,"[('Hoogspringen', '1.35 m', '589', 10), ('Polsstokhoogspringen', '3.16 m', '621', 10), ('Verspringen', '4.58 m', '642', 10), ('Hinkstapspringen', '9.49 m', '691', 10)]",False,16,0,0,3,13,15,0,7,9
Onbekend,Batkoski Konstantin,5666388,22,FYR Makedonija,Man,410,Zonder specialiteit,11,1,15,179,85,[],False,6,0,3,3,2,9,3,0,0
Onbekend,Battigeli Romano,5656098,16,Italia,Man,540,Werpers,16,1,14,161,64,"[('Kogelstoten', '3.91 m', '0', 10), ('Discuswerpen', '16.63 m', '0', 10), ('Kogelslingeren', '16.93 m', '0', 10), ('Speerwerpen', '20.92 m', '0', 10)]",False,11,1,3,6,3,3,7,7,7
Onbekend,Battistelli Nicolò,5616483,17,Italia,Man,1590,Springers,20,2,14,184,89,"[('Hoogspringen', '0.55 m', '0', 10), ('Polsstokhoogspringen', '1.45 m', '0', 10), ('Verspringen', '2.83 m', '34', 10), ('Hinkstapspringen', '4.63 m', '0', 10)]",False,15,1,1,10,2,1,0,5,9
Onbekend,Battistello Lorenzo,5664450,17,Italia,Man,180,Zonder specialiteit,17,1,15,174,74,[],False,6,1,3,7,2,3,3,0,0
Onbekend,Battle Ana,5660439,15,United States,Vrouw,920,Springers,11,1,16,160,58,"[('Hoogspringen', '0.65 m', '0', 10), ('Polsstokhoogspringen', '1.62 m', '37', 10), ('Verspringen', '2.27 m', '26', 10), ('Hinkstapspringen', '4.44 m', '16', 10)]",False,17,1,2,1,4,8,3,7,7
10 km snelwandelen,Baudet Jean Philippe,4968360,36,France,Man,40570,Snelwandelaars,20,15,16,182,63,"[('10 km snelwandelen', '50:55.69', '1099', 10), ('20 km snelwandelen', '1h:43:10.69', '1017', 10), ('50 km snelwandelen', '4h:12:25.61', '1064', 10)]",False,18,0,19,0,5,0,0,7,17
Onbekend,Bauer Danièle,5536410,17,France,Vrouw,1220,Sprinters,20,3,17,179,84,"[('100 meter', '15.00 s', '622', 10), ('200 meter', '29.94 s', '583', 10), ('400 meter', '1:08.50', '630', 10), ('100 meter horden', '21.62 s', '605', 10), ('400 meter horden', '1:18.45', '697', 10)]",False,8,10,2,0,1,1,4,8,5
Onbekend,Bauer Tanner,5556629,17,United States,Man,710,Sprinters,19,2,15,172,80,[],False,13,1,7,6,1,3,6,5,8
1.500 meter,Bayle Clémentine,4932483,34,France,Vrouw,10190,Middenafstandslopers,19,12,17,164,55,"[('800 meter', '2:31.86', '772', 10), ('1.500 meter', '4:47.58', '902', 10), ('3.000 meter steeplechase', '15:48.51', '876', 10)]",False,11,0,15,9,0,0,0,10,11
Onbekend,Bayraktar Gülseren,5666504,17,Türkiye,Vrouw,390,Zonder specialiteit,17,1,15,171,68,[],False,7,8,2,8,1,2,3,0,0
3.000 meter steeplechase,Beasley Valeria,4897849,35,United States,Vrouw,25330,Middenafstandslopers,19,14,15,174,60,"[('800 meter', '2:25.92', '870', 10), ('1.500 meter', '4:37.94', '981', 10), ('3.000 meter steeplechase', '14:48.86', '1026', 10)]",False,16,0,18,15,0,3,0,9,7
Hinkstapspringen,Beau Mattéo,5058507,31,France,Man,32210,Springers,20,11,14,174,78,"[('Hoogspringen', '1.71 m', '769', 10), ('Polsstokhoogspringen', '4.86 m', '828', 10), ('Verspringen', '6.25 m', '774', 10), ('Hinkstapspringen', '13.18 m', '811', 10)]",False,17,0,0,0,18,18,2,7,10
Onbekend,Beaufils Pierrick,5548916,17,France,Man,8580,Langeafstandslopers,20,2,16,188,95,"[('5.000 meter', '17:16.39', '610', 10), ('10.000 meter', '39:58.79', '601', 10), ('Marathon', '2h:43:28.90', '649', 10)]",False,14,8,16,1,1,3,3,6,7
Onbekend,Beaulieu Tom,5665371,14,France,Man,210,Zonder specialiteit,16,1,15,175,75,[],False,7,1,7,1,3,1,3,0,0
Onbekend,Becatti Nicole,5653420,17,Italia,Vrouw,130,Snelwandelaars,14,1,16,177,71,"[('10 km snelwandelen', '1h:10:27.00', '530', 10), ('20 km snelwandelen', '2h:23:10.21', '478', 10), ('50 km snelwandelen', '5h:54:17.28', '423', 10)]",False,7,2,4,2,2,1,1,3,6
Onbekend,Bečičková Simona,5557752,17,Česká republika,Vrouw,1660,Springers,20,1,15,165,68,"[('Hoogspringen', '0.72 m', '43', 10), ('Polsstokhoogspringen', '1.78 m', '98', 10), ('Verspringen', '2.68 m', '135', 10), ('Hinkstapspringen', '5.23 m', '121', 10)]",False,20,1,2,3,5,6,2,9,7
Onbekend,Beck Kristell,5664504,16,France,Vrouw,910,Zonder specialiteit,16,1,14,157,58,[],False,14,2,2,5,10,2,0,0,0
Onbekend,Becker Lotti,5624372,17,Deutschland,Vrouw,510,Sprinters,18,1,17,177,71,"[('100 meter', '15.00 s', '622', 10), ('200 meter', '29.81 s', '595', 10), ('400 meter', '1:08.29', '638', 10), ('100 meter horden', '20.85 s', '700', 10), ('400 meter horden', '1:16.43', '763', 10)]",False,7,2,3,6,8,2,2,7,4
Onbekend,Bedeschi Gianmarco,5537926,17,Italia,Man,1000,Springers,20,2,16,177,91,"[('Hoogspringen', '0.69 m', '0', 10), ('Polsstokhoogspringen', '2.07 m', '20', 10), ('Verspringen', '2.85 m', '38', 10), ('Hinkstapspringen', '5.82 m', '35', 10)]",False,9,2,1,2,9,1,3,8,7
Onbekend,Bednar Sophie,5628324,17,Österreich,Vrouw,1880,Springers,20,2,18,167,72,"[('Hoogspringen', '0.87 m', '173', 10), ('Polsstokhoogspringen', '2.14 m', '234', 10), ('Verspringen', '3.19 m', '271', 10), ('Hinkstapspringen', '5.96 m', '219', 10)]",False,19,4,3,3,5,10,1,7,8
Onbekend,Begum Niels,5666591,19,Danmark,Man,230,Zonder specialiteit,13,1,15,180,79,[],False,8,8,4,1,1,1,1,0,0
Onbekend,Behr Eva,5654119,17,France,Vrouw,740,Springers,19,1,15,161,54,"[('Hoogspringen', '0.53 m', '0', 10), ('Polsstokhoogspringen', '1.35 m', '0', 10), ('Verspringen', '2.04 m', '0', 10), ('Hinkstapspringen', '3.77 m', '0', 10)]",False,18,2,2,4,5,6,2,6,4
Onbekend,Beidler Olympio,5553975,17,Switzerland,Man,2310,Werpers,20,3,15,182,93,"[('Kogelstoten', '8.20 m', '44', 10), ('Discuswerpen', '29.79 m', '113', 10), ('Kogelslingeren', '29.30 m', '66', 10), ('Speerwerpen', '33.48 m', '161', 10)]",False,15,3,1,1,1,5,12,6,7
Onbekend,Bein Karen,5631680,17,Deutschland,Vrouw,550,Sprinters,19,1,18,173,68,"[('100 meter', '14.65 s', '684', 10), ('200 meter', '29.48 s', '624', 10), ('400 meter', '1:06.92', '691', 10), ('100 meter horden', '20.93 s', '690', 10), ('400 meter horden', '1:16.28', '768', 10)]",False,11,5,2,8,3,1,2,6,6
20 km snelwandelen,Beinert Kristian,4667051,42,Deutschland,Man,46830,Snelwandelaars,16,20,15,188,71,"[('10 km snelwandelen', '53:04.00', '1008', 10), ('20 km snelwandelen', '1h:40:07.26', '1084', 10), ('50 km snelwandelen', '4h:19:59.59', '998', 10)]",False,18,0,19,0,0,0,0,9,15
Onbekend,Beitia Jokin,5663392,14,España,Man,470,Zonder specialiteit,14,1,14,166,69,[],False,6,5,9,2,1,3,2,0,0
Onbekend,Bejarano Ainoa,5611120,17,Colombia,Vrouw,660,Springers,20,1,15,174,73,"[('Hoogspringen', '0.70 m', '26', 10), ('Polsstokhoogspringen', '1.68 m', '60', 10), ('Verspringen', '2.52 m', '93', 10), ('Hinkstapspringen', '4.84 m', '69', 10)]",False,10,4,1,2,2,9,1,4,6
Onbekend,Belasco Jeffrey,5664192,17,Pilipinas,Man,190,Zonder specialiteit,13,1,15,172,75,[],False,6,0,2,1,7,2,1,0,0
Onbekend,Belasco Roy,5665752,20,Pilipinas,Man,1640,Zonder specialiteit,12,1,15,181,81,[],False,12,2,8,3,10,1,10,0,0
Onbekend,Belhocine Aïcha,5666205,20,Al-Jazā'ir,Vrouw,340,Zonder specialiteit,12,1,15,175,66,[],False,6,8,2,1,3,2,1,0,0
Onbekend,Belhocine Ismail,5665902,19,Al-Jazā'ir,Man,700,Zonder specialiteit,16,1,14,178,78,[],False,10,5,1,1,3,1,10,0,0
Polsstokhoogspringen,Belíjar Macarena,4899316,35,España,Vrouw,59480,Springers,19,19,11,169,64,"[('Hoogspringen', '1.65 m', '849', 9), ('Polsstokhoogspringen', '4.10 m', '977', 9), ('Verspringen', '5.13 m', '788', 9), ('Hinkstapspringen', '11.36 m', '941', 9)]",False,20,0,0,0,20,19,0,8,8
Onbekend,Bell Kayla,5540951,17,Canada,Vrouw,540,Meerkampers,20,2,15,172,78,"[('Vijfkamp Vrouwen - 100 meter horden', '21.64 s', '557', 10), ('Vijfkamp Vrouwen - Hoogspringen', '0.40 m', '262', 10), ('Vijfkamp Vrouwen - Kogelstoten', '7.65 m', '450', 10), ('Vijfkamp Vrouwen - Verspringen', '1.67 m', '321', 10), ('Vijfkamp Vrouwen - 800 meter', '2:48.83', '503', 10), ('Zevenkamp - 100 meter horden', '21.77 s', '539', 10), ('Zevenkamp - Hoogspringen', '0.41 m', '268', 10), ('Zevenkamp - Kogelstoten', '7.32 m', '430', 10), ('Zevenkamp - 200 meter', '30.60 s', '396', 10), ('Zevenkamp - Verspringen', '1.67 m', '321', 10), ('Zevenkamp - Speerwerpen', '23.61 m', '498', 10), ('Zevenkamp - 800 meter', '2:48.83', '503', 10), ('Vijfkamp Vrouwen', '2093 p', '419', 10), ('Zevenkamp', '2955 p', '422', 10)]",False,6,6,2,2,2,1,9,6,4
Onbekend,Bell Sienna,5622167,17,Canada,Vrouw,1380,Werpers,20,1,15,185,80,"[('Kogelstoten', '6.27 m', '0', 10), ('Discuswerpen', '23.89 m', '0', 10), ('Kogelslingeren', '21.27 m', '0', 10), ('Speerwerpen', '22.48 m', '73', 10)]",False,17,2,3,1,3,3,10,6,6
Discuswerpen,Belletti Fiamma,5413899,21,Italia,Vrouw,2850,Werpers,20,4,18,178,80,"[('Kogelstoten', '11.54 m', '345', 10), ('Discuswerpen', '43.55 m', '447', 10), ('Kogelslingeren', '37.49 m', '378', 10), ('Speerwerpen', '35.67 m', '455', 10)]",False,15,10,1,3,7,3,11,9,8
Onbekend,Belligi Giuseppe,5540412,17,Italia,Man,1980,Middenafstandslopers,20,2,14,185,98,"[('800 meter', '2:21.11', '743', 10), ('1.500 meter', '4:43.47', '708', 10), ('3.000 meter steeplechase', '14:00.64', '729', 10)]",False,15,7,8,11,0,1,1,7,7
Onbekend,Bellingrodt Arturo,5666648,21,Colombia,Man,260,Zonder specialiteit,13,1,15,179,77,[],False,9,4,2,8,2,3,3,0,0
Onbekend,Bello Areli,5666310,19,Venezuela,Vrouw,220,Zonder specialiteit,12,1,15,185,80,[],False,6,5,0,2,7,1,6,0,0
Onbekend,Bello Igor,5666052,17,Venezuela,Man,630,Zonder specialiteit,17,1,15,176,73,[],False,12,9,1,3,2,0,3,0,0
Onbekend,Belluardo Piera,5587951,23,Italia,Vrouw,1720,Springers,20,2,18,174,64,"[('Hoogspringen', '0.80 m', '112', 10), ('Polsstokhoogspringen', '1.90 m', '143', 10), ('Verspringen', '3.20 m', '274', 10), ('Hinkstapspringen', '5.49 m', '156', 10)]",False,16,2,0,7,4,10,1,8,3
Onbekend,Beltrandi Elvio,5660324,16,Italia,Man,90,Zonder specialiteit,15,1,14,167,69,[],False,6,3,1,3,2,6,3,0,0
Onbekend,Belyayeva Irina,5666809,18,Belarus,Vrouw,400,Zonder specialiteit,15,1,15,161,56,[],False,6,2,0,3,2,3,9,0,0
Onbekend,Benassi Brigitta,5664677,17,Italia,Vrouw,90,Zonder specialiteit,19,1,14,158,52,[],False,9,1,6,1,3,1,2,0,0
Onbekend,Benavente Petronila,5664298,22,Perú,Vrouw,150,Zonder specialiteit,18,1,14,169,65,[],False,12,2,3,1,3,3,6,0,0
Onbekend,Benavides Jesús,5628236,17,España,Man,740,Sprinters,20,1,14,191,95,"[('100 meter', '14.19 s', '548', 10), ('200 meter', '28.16 s', '608', 10), ('400 meter', '1:02.97', '636', 10), ('110 meter horden', '20.64 s', '693', 10), ('400 meter horden', '1:11.50', '716', 10)]",False,11,2,0,6,8,1,4,8,5
Onbekend,Beneby Laura,5666331,20,Bahamas,Vrouw,980,Zonder specialiteit,14,1,15,179,76,[],False,14,3,1,1,3,2,10,0,0
Onbekend,Benéitez Remei,5548861,20,España,Vrouw,610,Middenafstandslopers,19,3,15,180,74,[],False,16,4,2,8,3,1,2,4,7
Onbekend,Benetel Lisa,5539502,17,Italia,Vrouw,310,Sprinters,20,3,17,176,78,"[('100 meter', '15.31 s', '568', 10), ('200 meter', '30.57 s', '527', 10), ('400 meter', '1:09.78', '581', 10), ('100 meter horden', '21.48 s', '623', 10), ('400 meter horden', '1:18.72', '688', 10)]",False,11,1,2,2,5,2,3,5,7
10.000 meter,Benítez Sandra,4898394,38,Ecuador,Vrouw,10450,Langeafstandslopers,20,16,15,182,55,"[('5.000 meter', '18:48.66', '805', 10), ('10.000 meter', '40:33.59', '826', 10), ('Marathon', '2h:55:32.35', '789', 10)]",False,20,0,12,11,0,0,0,8,9
Onbekend,Benko Lev,5539267,17,Ukrajina,Man,390,Sprinters,20,3,17,194,107,"[('100 meter', '14.51 s', '487', 10), ('200 meter', '29.35 s', '495', 10), ('400 meter', '1:05.04', '550', 10), ('110 meter horden', '21.46 s', '591', 10), ('400 meter horden', '1:13.70', '638', 10)]",False,12,1,0,2,7,2,3,6,5
Onbekend,Bennedsen Susanne,5665659,15,Danmark,Vrouw,160,Zonder specialiteit,11,1,15,161,55,[],False,11,6,2,5,1,4,2,0,0
Onbekend,Benoldi Melinda,5636853,17,Italia,Vrouw,1710,Sprinters,20,1,14,169,69,"[('100 meter', '14.60 s', '693', 10), ('200 meter', '29.05 s', '663', 10), ('400 meter', '1:07.60', '665', 10), ('100 meter horden', '20.83 s', '703', 10), ('400 meter horden', '1:16.99', '744', 10)]",False,15,2,2,10,2,2,7,8,8
Hoogspringen,Bentivoglio Emma,4738209,39,Italia,Vrouw,58840,Springers,18,20,14,182,50,"[('Hoogspringen', '1.67 m', '867', 10), ('Polsstokhoogspringen', '3.89 m', '897', 10), ('Verspringen', '5.16 m', '796', 10), ('Hinkstapspringen', '11.25 m', '926', 10)]",False,20,0,0,0,18,18,0,9,15
Onbekend,Benzerga Aïcha,5666330,21,Al-Jazā'ir,Vrouw,1280,Zonder specialiteit,17,1,15,178,71,[],False,17,2,3,10,2,2,1,0,0
Onbekend,Berbick Danae,5665896,23,Jamaica,Vrouw,1240,Zonder specialiteit,19,1,14,166,62,[],False,17,10,3,2,0,1,4,0,0
Onbekend,Berdugo Julen,5666497,24,Colombia,Man,120,Zonder specialiteit,11,1,15,187,83,[],False,11,1,1,5,5,2,2,0,0
Onbekend,Berdugo Roberto,5651048,16,Colombia,Man,2730,Springers,18,1,15,186,85,"[('Hoogspringen', '0.93 m', '157', 10), ('Polsstokhoogspringen', '2.27 m', '78', 10), ('Verspringen', '3.20 m', '114', 10), ('Hinkstapspringen', '6.38 m', '94', 10)]",False,20,1,1,1,2,12,2,6,7
Onbekend,Berdún Jofre,5617123,17,España,Man,850,Middenafstandslopers,17,1,15,164,65,"[('800 meter', '2:29.91', '585', 10), ('1.500 meter', '4:53.26', '620', 10), ('3.000 meter steeplechase', '14:38.58', '615', 10)]",False,13,0,7,1,1,3,9,6,8
Onbekend,Berg Reidun,5666795,19,Norge,Vrouw,1550,Zonder specialiteit,18,1,15,181,68,[],False,20,5,1,7,10,1,3,0,0
Onbekend,Bergen Timon,5664541,16,Deutschland,Man,380,Zonder specialiteit,11,1,14,171,74,[],False,15,2,3,3,2,7,6,0,0
Onbekend,Berger Jean-Baptiste,5539584,17,France,Man,1100,Middenafstandslopers,20,3,18,180,95,"[('800 meter', '2:32.59', '537', 10), ('1.500 meter', '5:05.08', '513', 10), ('3.000 meter steeplechase', '15:08.70', '524', 10)]",False,20,1,2,1,1,1,2,6,6
Onbekend,Bergmannsson Gaukur,5666060,24,Ísland,Man,1330,Zonder specialiteit,14,1,15,180,77,[],False,17,9,2,2,1,9,2,0,0
Onbekend,Bergmannsson Jarl,5666513,21,Ísland,Man,1950,Zonder specialiteit,20,1,15,173,71,[],False,19,2,9,3,1,10,3,0,0
20 km snelwandelen,Bergsma Finn,5068949,31,Nederland,Man,13960,Snelwandelaars,20,5,20,174,76,"[('10 km snelwandelen', '57:36.65', '814', 10), ('20 km snelwandelen', '1h:52:17.52', '818', 10), ('50 km snelwandelen', '4h:50:56.92', '728', 10)]",False,20,2,9,0,17,0,4,7,9
Onbekend,Bermann Alessia,5665351,15,Deutschland,Vrouw,260,Zonder specialiteit,14,1,15,164,60,[],False,11,1,7,3,2,7,5,0,0
Onbekend,Bernard Anna,5666553,15,United States,Vrouw,720,Zonder specialiteit,18,1,15,172,67,[],False,18,2,1,4,1,6,7,0,0
Onbekend,Bernard Tegan,5590377,18,Great Britain,Vrouw,1340,Werpers,20,2,16,176,70,"[('Kogelstoten', '6.05 m', '0', 10), ('Discuswerpen', '24.29 m', '0', 10), ('Kogelslingeren', '21.16 m', '0', 10), ('Speerwerpen', '21.21 m', '37', 10)]",False,16,4,1,1,3,1,5,9,9
Onbekend,Bernardo Aguiar Martino,5666174,24,Uruguay,Man,1400,Zonder specialiteit,16,1,15,186,85,[],False,17,10,5,7,3,0,1,0,0
Onbekend,Bernáth Dobroslav,5666115,15,Slovensko,Man,720,Zonder specialiteit,14,1,15,152,51,[],False,6,2,3,2,8,3,9,0,0
Marathon,Berneschi Maria Caterina,4932921,35,Italia,Vrouw,24380,Langeafstandslopers,19,14,19,176,67,"[('5.000 meter', '17:52.99', '926', 10), ('10.000 meter', '38:10.18', '970', 10), ('Marathon', '2h:35:28.18', '1073', 10)]",False,18,0,18,14,0,0,0,9,7
3.000 meter steeplechase,Bernsdorf Fernanda,5089712,32,Deutschland,Vrouw,20560,Middenafstandslopers,20,11,18,174,55,"[('800 meter', '2:23.59', '908', 10), ('1.500 meter', '4:37.01', '989', 10), ('3.000 meter steeplechase', '15:10.19', '972', 10)]",False,19,1,16,16,2,1,0,11,7
Onbekend,Bernucci Rita,5643312,17,Italia,Vrouw,670,Langeafstandslopers,17,1,14,176,69,"[('5.000 meter', '21:36.85', '437', 10), ('10.000 meter', '47:00.22', '437', 10), ('Marathon', '3h:20:16.44', '440', 10)]",False,15,5,2,3,2,3,8,7,4
200 meter,Bertel Helena,5425982,23,Deutschland,Vrouw,18060,Sprinters,20,5,18,177,72,"[('100 meter', '13.57 s', '875', 10), ('200 meter', '26.89 s', '857', 10), ('400 meter', '1:01.99', '881', 10), ('100 meter horden', '19.56 s', '859', 10), ('400 meter horden', '1:13.09', '872', 10)]",False,18,2,2,18,2,0,3,7,6
Onbekend,Berthier Viviane,5662623,17,France,Vrouw,1590,Langeafstandslopers,16,1,14,169,64,"[('5.000 meter', '20:41.43', '558', 10), ('10.000 meter', '45:34.67', '523', 10), ('Marathon', '3h:10:18.98', '581', 10)]",False,19,3,9,1,3,3,3,7,8
Onbekend,Bertoia Allison,5537932,17,Canada,Vrouw,1240,Middenafstandslopers,20,2,15,184,89,"[('800 meter', '2:47.31', '518', 10), ('1.500 meter', '5:29.60', '556', 10), ('3.000 meter steeplechase', '17:12.11', '665', 10)]",False,9,1,10,1,2,8,1,5,6
Onbekend,Bertoldi Hugo,5664745,17,Brasil,Man,1430,Meerkampers,13,1,15,173,70,[],False,8,3,10,3,2,3,9,5,8
Onbekend,Besnier Bénédicte,5664787,15,France,Vrouw,610,Zonder specialiteit,14,1,14,157,51,[],False,12,3,2,1,9,2,1,0,0
100 meter,Bessa Alberta,5007455,33,Portugal,Vrouw,3790,Sprinters,17,10,12,174,59,"[('100 meter', '14.07 s', '787', 9), ('200 meter', '28.36 s', '725', 9), ('400 meter', '1:05.31', '753', 9), ('100 meter horden', '20.41 s', '754', 9), ('400 meter horden', '1:14.62', '822', 9)]",False,10,4,0,9,7,0,0,10,11
Onbekend,Best Samuel,5489757,21,United States,Man,2150,Sprinters,19,2,14,170,72,[],False,13,1,11,8,3,1,1,10,4
Onbekend,Bett Luca,5617428,17,Great Britain,Man,1640,Springers,19,1,15,189,91,"[('Hoogspringen', '1.03 m', '235', 10), ('Polsstokhoogspringen', '2.66 m', '191', 10), ('Verspringen', '3.60 m', '201', 10), ('Hinkstapspringen', '7.32 m', '193', 10)]",False,18,1,3,3,9,9,2,6,7
Onbekend,Betton Leroy,5661834,17,Jamaica,Man,460,Springers,11,1,15,167,69,"[('Hoogspringen', '0.67 m', '0', 10), ('Polsstokhoogspringen', '1.81 m', '0', 10), ('Verspringen', '2.85 m', '38', 10), ('Hinkstapspringen', '5.08 m', '0', 10)]",False,11,1,2,3,1,8,3,5,6
Onbekend,Beuchel Rasmus,5665263,15,Deutschland,Man,570,Zonder specialiteit,20,1,15,176,74,[],False,14,7,1,1,3,8,2,0,0
