Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Resultaten test,Club,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Marathon,Casas José Antonio,4863805,36,España,Man,25570,Langeafstandslopers,18,13,13,178,65,"[('5.000 meter', '16:07.66', '787', 10), ('10.000 meter', '36:36.66', '826', 10), ('Marathon', '2h:24:18.60', '956', 10)]",False,17,0,18,0,0,0,0,12,12
Onbekend,Casavecchia Vittorio,5664702,17,Italia,Man,490,Zonder specialiteit,15,1,14,163,63,[],False,17,2,6,3,3,2,4,0,0
Verspringen,Cascini César,4909873,36,Argentina,Man,13910,Springers,17,18,18,182,78,"[('Hoogspringen', '1.38 m', '510', 10), ('Polsstokhoogspringen', '3.86 m', '538', 10), ('Verspringen', '5.20 m', '547', 10), ('Hinkstapspringen', '10.31 m', '508', 10)]",False,16,0,0,0,9,13,0,6,8
Onbekend,Casey Caspar,5664683,17,Ireland,Man,790,Meerkampers,11,1,12,183,82,[],False,17,7,2,3,3,8,3,6,5
Onbekend,Casey Daisy,5666325,21,Ireland,Vrouw,450,Zonder specialiteit,18,1,15,183,72,[],False,7,9,2,2,2,3,2,0,0
Onbekend,Casmir Chike,5666157,21,Nigeria,Man,380,Zonder specialiteit,19,1,15,194,91,[],False,13,1,8,0,2,3,3,0,0
Kogelslingeren,Casquero Amparo,5090185,32,España,Vrouw,14080,Werpers,20,9,16,163,49,"[('Kogelstoten', '12.76 m', '442', 9), ('Discuswerpen', '44.40 m', '467', 9), ('Kogelslingeren', '39.59 m', '432', 9), ('Speerwerpen', '37.26 m', '501', 9)]",False,20,12,0,1,0,0,16,11,8
Onbekend,Castagnetti Camilla,5633690,17,Italia,Vrouw,640,Middenafstandslopers,17,1,15,166,67,"[('800 meter', '2:49.45', '483', 10), ('1.500 meter', '5:34.86', '513', 10), ('3.000 meter steeplechase', '17:58.62', '547', 10)]",False,15,1,3,2,2,2,1,8,7
Onbekend,Castanheira Noémia,5664870,17,Portugal,Vrouw,460,Zonder specialiteit,16,1,14,178,70,[],False,16,3,5,2,3,7,3,0,0
Onbekend,Castiello Federico,5636947,17,Italia,Man,590,Langeafstandslopers,20,1,14,175,77,"[('5.000 meter', '18:05.53', '484', 10), ('10.000 meter', '41:59.90', '467', 10), ('Marathon', '2h:52:27.93', '505', 10)]",False,11,1,7,3,1,5,6,8,7
Onbekend,Castillo Manex,5619769,17,España,Man,1320,Springers,20,2,14,188,91,"[('Hoogspringen', '0.62 m', '0', 10), ('Polsstokhoogspringen', '1.73 m', '0', 10), ('Verspringen', '2.35 m', '0', 10), ('Hinkstapspringen', '5.04 m', '0', 10)]",False,20,2,2,2,8,1,0,4,8
Onbekend,Cavazza Bruna,5665142,17,Italia,Vrouw,290,Zonder specialiteit,15,1,14,177,73,[],False,14,2,3,3,1,5,6,0,0
Onbekend,Ceauşescu Liliana,5664850,17,România,Vrouw,510,Werpers,16,1,15,173,67,[],False,13,8,3,2,2,3,6,5,6
Onbekend,Ceballos Marcial,5627857,17,España,Man,1500,Snelwandelaars,19,1,15,186,87,"[('10 km snelwandelen', '1h:03:15.51', '574', 10), ('20 km snelwandelen', '2h:01:42.46', '613', 10), ('50 km snelwandelen', '5h:13:02.21', '535', 10)]",False,12,2,11,1,1,0,2,4,5
Onbekend,Čebinac Tea,5661974,17,Srbija,Vrouw,1640,Werpers,12,1,15,160,53,"[('Kogelstoten', '5.15 m', '0', 9), ('Discuswerpen', '22.34 m', '0', 9), ('Kogelslingeren', '19.81 m', '0', 9), ('Speerwerpen', '18.95 m', '0', 9)]",False,20,4,2,1,9,2,7,5,4
Onbekend,Cebrián Montse,5665512,16,España,Vrouw,90,Zonder specialiteit,12,1,14,168,63,[],False,10,1,3,3,5,3,2,0,0
Onbekend,Celaya Erika,5665745,21,El Salvador,Vrouw,60,Zonder specialiteit,17,1,14,185,80,[],False,6,2,2,2,1,3,5,0,0
800 meter,Cerizzi Alfio,4816816,37,Italia,Man,18470,Middenafstandslopers,12,13,17,183,77,"[('800 meter', '2:06.01', '1013', 10), ('1.500 meter', '4:14.73', '968', 10), ('3.000 meter steeplechase', '12:44.22', '960', 10)]",False,13,0,15,17,0,0,0,8,7
Onbekend,Cerritos Francisco,5665487,23,El Salvador,Man,200,Zonder specialiteit,20,1,14,181,84,[],False,10,2,4,1,7,1,2,0,0
Onbekend,Ceruti Alba,5665529,17,Italia,Vrouw,250,Zonder specialiteit,13,1,15,173,71,[],False,13,6,6,2,3,1,1,0,0
1.500 meter,Cervantes Julia,4806337,38,Colombia,Vrouw,18500,Middenafstandslopers,11,20,15,173,73,"[('800 meter', '2:39.48', '647', 10), ('1.500 meter', '5:09.27', '723', 10), ('3.000 meter steeplechase', '16:40.01', '746', 10)]",False,7,0,5,6,0,0,0,9,8
Onbekend,Cervetto Leopoldo,5234851,26,Italia,Man,3130,Werpers,20,3,17,192,95,"[('Kogelstoten', '12.16 m', '345', 9), ('Discuswerpen', '41.52 m', '384', 9), ('Kogelslingeren', '40.03 m', '302', 9), ('Speerwerpen', '44.17 m', '396', 9)]",False,15,11,0,4,3,2,10,8,8
Onbekend,Cervigni Marika,5665804,14,Italia,Vrouw,670,Zonder specialiteit,20,1,15,157,51,[],False,14,9,7,1,3,3,1,0,0
Onbekend,Cesar Susie,5664744,14,Italia,Vrouw,670,Sprinters,13,1,14,148,49,"[('100 meter', '15.84 s', '474', 10), ('200 meter', '31.66 s', '429', 10), ('400 meter', '1:12.23', '486', 10), ('100 meter horden', '22.56 s', '490', 10), ('400 meter horden', '1:22.66', '559', 10)]",False,17,1,2,5,0,1,2,5,7
Onbekend,Cesaroni Salvatore,5665261,16,Italia,Man,410,Zonder specialiteit,20,1,15,172,69,[],False,6,5,2,9,3,2,2,0,0
Onbekend,Céspedes Edgar,5665305,23,Venezuela,Man,680,Zonder specialiteit,17,1,14,189,92,[],False,11,2,10,1,3,2,2,0,0
Onbekend,Cetchuti Yasmine,5666084,23,Malta,Vrouw,460,Zonder specialiteit,17,1,15,170,68,[],False,17,5,1,2,0,2,1,0,0
Vijfkamp Mannen,Cevallos Bryan,4948209,34,Ecuador,Man,6690,Meerkampers,20,13,17,183,80,"[('Vijfkamp Mannen - Verspringen', '5.48 m', '857', 10), ('Vijfkamp Mannen - Speerwerpen', '44.34 m', '712', 10), ('Vijfkamp Mannen - 200 meter', '24.94 s', '869', 10), ('Vijfkamp Mannen - Discuswerpen', '38.28 m', '645', 10), ('Vijfkamp Mannen - 1500 meter', '4:38.09', '699', 10), ('Tienkamp - 100 meter', '12.81 s', '766', 10), ('Tienkamp - Verspringen', '5.43 m', '849', 10), ('Tienkamp - Kogelstoten', '10.70 m', '606', 10), ('Tienkamp - Hoogspringen', '1.31 m', '779', 10), ('Tienkamp - 400 meter', '57.06 s', '829', 10), ('Tienkamp - 110 meter horden', '19.08 s', '809', 10), ('Tienkamp - Discuswerpen', '38.08 m', '642', 10), ('Tienkamp - Polsstokhoogspringen', '3.52 m', '742', 10), ('Tienkamp - Speerwerpen', '43.65 m', '701', 10), ('Tienkamp - 1500 meter', '4:44.36', '636', 10), ('Vijfkamp Mannen', '3782 p', '756', 10), ('Tienkamp', '7359 p', '736', 10)]",False,17,10,0,8,8,8,3,11,10
Onbekend,Cevik Emre,5664027,18,Türkiye,Man,480,Zonder specialiteit,12,1,14,165,67,[],False,6,9,3,2,1,2,2,0,0
Onbekend,Cha Rongfu,5666118,19,China,Vrouw,830,Zonder specialiteit,17,1,15,184,77,[],False,12,5,1,10,1,2,2,0,0
Onbekend,Chai Ashley,5666391,22,Singapore,Vrouw,120,Zonder specialiteit,11,1,15,170,63,[],False,11,5,2,3,1,3,2,0,0
Onbekend,Chai Hayley,5665508,21,Singapore,Vrouw,90,Zonder specialiteit,16,1,14,166,65,[],False,8,5,1,4,3,5,1,0,0
Onbekend,Chaiza Flora,5665306,21,Perú,Vrouw,150,Zonder specialiteit,20,1,14,166,61,[],False,9,3,3,3,2,3,7,0,0
Onbekend,Chang Giselle,5666288,23,Singapore,Vrouw,690,Zonder specialiteit,20,1,15,189,82,[],False,18,3,5,7,1,4,1,0,0
Onbekend,Chang Rayyan,5664194,15,Malaysia,Man,700,Zonder specialiteit,14,1,15,176,72,[],False,17,3,1,3,3,8,3,0,0
Onbekend,Chapa Adán,5664417,15,España,Man,980,Zonder specialiteit,19,1,14,163,63,[],False,12,1,8,3,3,10,3,0,0
Onbekend,Chaparro Nayara,5664394,16,España,Vrouw,620,Zonder specialiteit,12,1,15,174,68,[],False,18,3,2,1,1,3,5,0,0
Onbekend,Chapuis Fabrice,5665049,14,France,Man,260,Zonder specialiteit,17,1,14,163,62,[],False,10,8,3,3,3,1,2,0,0
Onbekend,Chapuis Niklaus,5664420,15,Switzerland,Man,130,Zonder specialiteit,20,1,14,173,70,[],False,6,4,7,3,1,2,1,0,0
Onbekend,Chattopadhayay Shital,5663819,16,India,Man,810,Zonder specialiteit,15,1,15,179,77,[],False,8,9,8,2,3,7,3,0,0
Onbekend,Chauvet Annabelle,5663918,17,France,Vrouw,600,Werpers,16,1,15,161,58,"[('Kogelstoten', '4.76 m', '0', 9), ('Discuswerpen', '17.78 m', '0', 9), ('Kogelslingeren', '14.30 m', '0', 9), ('Speerwerpen', '14.45 m', '0', 9)]",False,13,8,3,2,3,4,1,3,8
Onbekend,Chavarría Manuela,5665329,15,Costa Rica,Vrouw,130,Zonder specialiteit,13,1,14,171,65,[],False,12,2,6,2,2,3,4,0,0
Onbekend,Chávez Estela,5665315,17,El Salvador,Vrouw,1070,Zonder specialiteit,19,1,14,177,67,[],False,20,2,0,3,4,1,6,0,0
Verspringen,Checchi Rosanna,4699143,40,Italia,Vrouw,10200,Springers,20,16,16,185,51,"[('Hoogspringen', '1.04 m', '320', 10), ('Polsstokhoogspringen', '2.34 m', '310', 10), ('Verspringen', '3.42 m', '333', 10), ('Hinkstapspringen', '6.56 m', '299', 10)]",False,18,0,0,1,5,13,0,7,7
Onbekend,Cheng Caleb,5666216,21,Singapore,Man,70,Zonder specialiteit,16,1,15,191,90,[],False,7,2,5,2,1,1,2,0,0
Onbekend,Chernova Lilyana,5665097,18,Bulgaria,Vrouw,90,Zonder specialiteit,12,1,15,183,78,[],False,11,3,2,1,1,3,3,0,0
Onbekend,Chevrier Fortunato,5664485,15,Italia,Man,1060,Zonder specialiteit,15,1,14,168,72,[],False,20,7,2,2,5,2,3,0,0
Onbekend,Choi Scotty,5602409,17,New Zealand,Man,1790,Meerkampers,20,2,16,177,84,"[('Vijfkamp Mannen - Verspringen', '3.27 m', '511', 10), ('Vijfkamp Mannen - Speerwerpen', '34.26 m', '550', 10), ('Vijfkamp Mannen - 200 meter', '27.11 s', '640', 10), ('Vijfkamp Mannen - Discuswerpen', '28.06 m', '473', 10), ('Vijfkamp Mannen - 1500 meter', '4:48.46', '595', 10), ('Tienkamp - 100 meter', '13.52 s', '614', 10), ('Tienkamp - Verspringen', '3.33 m', '520', 10), ('Tienkamp - Kogelstoten', '7.03 m', '398', 10), ('Tienkamp - Hoogspringen', '0.65 m', '386', 10), ('Tienkamp - 400 meter', '59.43 s', '718', 10), ('Tienkamp - 110 meter horden', '20.37 s', '627', 10), ('Tienkamp - Discuswerpen', '27.66 m', '466', 10), ('Tienkamp - Polsstokhoogspringen', '1.89 m', '398', 10), ('Tienkamp - Speerwerpen', '34.14 m', '548', 10), ('Tienkamp - 1500 meter', '4:50.05', '579', 10), ('Vijfkamp Mannen', '2769 p', '554', 10), ('Tienkamp', '5254 p', '525', 10)]",False,8,3,2,10,2,2,9,8,8
Onbekend,Chop Klarysa,5664033,17,Ukrajina,Vrouw,1430,Zonder specialiteit,14,1,14,175,69,[],False,20,9,3,5,2,0,1,0,0
Onbekend,Chou Yifan,5666351,22,China,Vrouw,730,Zonder specialiteit,17,1,15,182,74,[],False,18,1,7,6,3,2,1,0,0
Onbekend,Chourraut Iguázel,5664721,17,España,Vrouw,820,Meerkampers,14,1,14,156,54,[],False,16,2,6,9,3,5,3,3,5
Onbekend,Christiansen Georg,5666229,14,Norge,Man,220,Zonder specialiteit,19,1,15,155,57,[],False,9,4,7,3,1,2,5,0,0
Onbekend,Christie Onandi,5665903,18,Bahamas,Man,190,Zonder specialiteit,20,1,14,186,84,[],False,14,3,1,4,3,2,2,0,0
Onbekend,Chulapa Everaldo,5664222,16,Brasil,Man,510,Zonder specialiteit,19,1,14,166,71,[],False,15,8,2,1,2,3,1,0,0
Onbekend,Churruca Adán,5662329,17,España,Man,470,Meerkampers,16,1,15,168,71,"[('Vijfkamp Mannen - Verspringen', '2.44 m', '381', 10), ('Vijfkamp Mannen - Speerwerpen', '23.01 m', '369', 10), ('Vijfkamp Mannen - 200 meter', '29.01 s', '439', 10), ('Vijfkamp Mannen - Discuswerpen', '21.03 m', '354', 10), ('Vijfkamp Mannen - 1500 meter', '5:02.23', '456', 10), ('Tienkamp - 100 meter', '14.33 s', '441', 10), ('Tienkamp - Verspringen', '2.44 m', '381', 10), ('Tienkamp - Kogelstoten', '5.24 m', '296', 10), ('Tienkamp - Hoogspringen', '0.58 m', '345', 10), ('Tienkamp - 400 meter', '1:03.74', '516', 10), ('Tienkamp - 110 meter horden', '21.46 s', '473', 10), ('Tienkamp - Discuswerpen', '21.00 m', '354', 10), ('Tienkamp - Polsstokhoogspringen', '1.77 m', '373', 10), ('Tienkamp - Speerwerpen', '23.32 m', '374', 10), ('Tienkamp - 1500 meter', '5:04.34', '435', 10), ('Vijfkamp Mannen', '1999 p', '400', 10), ('Tienkamp', '3988 p', '399', 10)]",False,6,4,2,0,5,3,5,7,7
Onbekend,Chymertys Valentyn,5663817,15,Ukrajina,Man,490,Zonder specialiteit,11,1,15,170,70,[],False,6,9,7,3,0,3,2,0,0
Onbekend,Ciccani Rodolfo,5620947,15,Italia,Man,790,Werpers,16,1,14,170,71,"[('Kogelstoten', '4.84 m', '0', 9), ('Discuswerpen', '20.12 m', '0', 9), ('Kogelslingeren', '19.99 m', '0', 9), ('Speerwerpen', '24.53 m', '0', 9)]",False,11,1,2,5,3,2,10,6,5
Vijfkamp Vrouwen,Cicha Łucja,5532415,31,Polska,Vrouw,970,Meerkampers,20,3,17,168,69,"[('Vijfkamp Vrouwen - 100 meter horden', '21.21 s', '616', 10), ('Vijfkamp Vrouwen - Hoogspringen', '0.59 m', '386', 10), ('Vijfkamp Vrouwen - Kogelstoten', '2.27 m', '133', 10), ('Vijfkamp Vrouwen - Verspringen', '2.11 m', '405', 10), ('Vijfkamp Vrouwen - 800 meter', '2:47.58', '525', 10), ('Zevenkamp - 100 meter horden', '21.75 s', '542', 10), ('Zevenkamp - Hoogspringen', '0.58 m', '379', 10), ('Zevenkamp - Kogelstoten', '2.24 m', '131', 10), ('Zevenkamp - 200 meter', '31.33 s', '322', 10), ('Zevenkamp - Verspringen', '2.14 m', '411', 10), ('Zevenkamp - Speerwerpen', '11.28 m', '238', 10), ('Zevenkamp - 800 meter', '2:50.38', '475', 10), ('Vijfkamp Vrouwen', '2065 p', '413', 10), ('Zevenkamp', '2498 p', '357', 10)]",False,19,0,0,1,5,4,0,6,6
Onbekend,Cichoń Antoni,5665545,17,Polska,Man,640,Zonder specialiteit,12,1,15,183,81,[],False,6,3,2,10,3,2,3,0,0
Onbekend,Cigánek Alexej,5539558,17,Česká republika,Man,2660,Springers,20,2,16,195,103,"[('Hoogspringen', '1.06 m', '259', 10), ('Polsstokhoogspringen', '2.65 m', '188', 10), ('Verspringen', '3.64 m', '209', 10), ('Hinkstapspringen', '7.12 m', '172', 10)]",False,10,1,1,2,8,12,2,5,6
Onbekend,Cimdiņa Elvīra,5663864,21,Latvija,Vrouw,900,Zonder specialiteit,13,1,14,168,59,[],False,20,3,2,2,3,6,1,0,0
Onbekend,Cintrón Eusebio,5551140,17,España,Man,640,Snelwandelaars,17,1,11,178,91,"[('10 km snelwandelen', '1h:04:42.54', '512', 10), ('20 km snelwandelen', '2h:07:55.96', '477', 10), ('50 km snelwandelen', '5h:29:32.78', '391', 10)]",False,9,2,3,9,1,3,1,8,6
Onbekend,Cioc Bogdan,5665660,22,România,Man,1370,Zonder specialiteit,14,1,15,180,77,[],False,17,2,2,2,4,0,10,0,0
Onbekend,Cisneros Leonor,5552068,17,España,Vrouw,770,Springers,18,2,14,179,87,"[('Hoogspringen', '0.70 m', '26', 10), ('Polsstokhoogspringen', '1.51 m', '0', 10), ('Verspringen', '2.31 m', '37', 10), ('Hinkstapspringen', '4.32 m', '0', 10)]",False,8,1,0,2,1,10,1,5,5
Onbekend,Cisternino Ezio,5665524,16,Italia,Man,210,Zonder specialiteit,18,1,15,169,70,[],False,13,3,6,2,2,2,1,0,0
Onbekend,Cito Gavino,5664487,15,Italia,Man,90,Zonder specialiteit,12,1,15,155,56,[],False,10,2,5,1,3,1,3,0,0
Onbekend,Cividino Donata,5664386,16,Italia,Vrouw,630,Zonder specialiteit,12,1,15,165,60,[],False,17,1,3,0,3,0,8,0,0
Hinkstapspringen,Čížková Pavla,4945195,36,Česká republika,Vrouw,26620,Springers,17,15,16,181,64,"[('Hoogspringen', '1.50 m', '719', 10), ('Polsstokhoogspringen', '3.52 m', '757', 10), ('Verspringen', '4.70 m', '674', 10), ('Hinkstapspringen', '10.05 m', '766', 10)]",False,19,0,0,0,17,17,0,7,9
Kogelstoten,Claessens Nelleke,4975428,33,Nederland,Vrouw,8420,Werpers,17,8,17,174,76,"[('Kogelstoten', '13.43 m', '496', 9), ('Discuswerpen', '43.83 m', '454', 9), ('Kogelslingeren', '37.85 m', '388', 9), ('Speerwerpen', '36.17 m', '470', 9)]",False,15,15,0,1,0,1,9,8,8
Onbekend,Clarke Alby,5666197,18,New Zealand,Man,430,Zonder specialiteit,12,1,15,169,66,[],False,6,2,3,9,3,1,6,0,0
Onbekend,Clarke Joan,5630795,17,Jamaica,Vrouw,1390,Middenafstandslopers,14,1,15,175,72,"[('800 meter', '2:39.55', '646', 10), ('1.500 meter', '5:18.03', '651', 10), ('3.000 meter steeplechase', '17:04.81', '683', 10)]",False,7,2,6,11,3,2,2,7,7
Onbekend,Clarke-Lewis Bradley,5666206,18,Bahamas,Man,1170,Zonder specialiteit,12,1,15,176,80,[],False,20,4,7,6,2,1,3,0,0
Onbekend,Clarke-Lewis Senya,5666237,14,Bahamas,Vrouw,140,Zonder specialiteit,14,1,15,164,62,[],False,12,2,1,2,2,2,6,0,0
Onbekend,Clausen Silvia,5665436,16,Argentina,Vrouw,280,Sprinters,14,1,14,166,58,[],False,13,4,1,7,3,1,0,5,4
Onbekend,Claussen Florentine,5610462,17,Deutschland,Vrouw,810,Springers,16,1,15,177,76,"[('Hoogspringen', '0.79 m', '104', 10), ('Polsstokhoogspringen', '1.86 m', '128', 10), ('Verspringen', '2.66 m', '130', 10), ('Hinkstapspringen', '5.31 m', '132', 10)]",False,12,3,3,1,5,10,1,6,6
Onbekend,Clement Isabell,5553623,17,Deutschland,Vrouw,990,Snelwandelaars,20,2,15,170,75,"[('10 km snelwandelen', '1h:07:20.48', '651', 10), ('20 km snelwandelen', '2h:16:24.68', '609', 10), ('50 km snelwandelen', '5h:33:50.57', '588', 10)]",False,12,3,7,1,8,6,2,8,7
Kogelslingeren,Clementi Mirko,4834383,37,Italia,Man,9130,Werpers,20,12,17,182,80,"[('Kogelstoten', '14.50 m', '522', 9), ('Discuswerpen', '49.92 m', '579', 9), ('Kogelslingeren', '51.67 m', '557', 9), ('Speerwerpen', '52.14 m', '572', 9)]",False,16,13,0,0,4,0,14,7,7
3.000 meter steeplechase,Cloarec Hamid,4917445,35,France,Man,23210,Middenafstandslopers,20,14,17,164,46,"[('800 meter', '2:09.13', '957', 10), ('1.500 meter', '4:09.54', '1015', 10), ('3.000 meter steeplechase', '12:28.47', '1008', 10)]",False,20,0,17,15,2,0,0,9,7
Verspringen,Cloarec Zazie,5139631,30,France,Vrouw,14870,Springers,20,8,16,178,67,"[('Hoogspringen', '1.40 m', '632', 10), ('Polsstokhoogspringen', '3.18 m', '628', 10), ('Verspringen', '4.62 m', '652', 10), ('Hinkstapspringen', '9.09 m', '637', 10)]",False,17,5,0,0,10,17,3,11,10
Onbekend,Cobanovic Vlasta,5665677,16,Bosna i Hercegovina,Vrouw,490,Zonder specialiteit,20,1,15,160,57,[],False,11,1,1,1,9,2,2,0,0
Onbekend,Čobej Konštantín,5666298,18,Slovensko,Man,180,Zonder specialiteit,17,1,15,178,77,[],False,14,3,2,5,2,1,3,0,0
Onbekend,Cockman Zoe,5625434,17,Canada,Vrouw,310,Meerkampers,18,1,16,176,75,"[('Vijfkamp Vrouwen - 100 meter horden', '21.21 s', '616', 10), ('Vijfkamp Vrouwen - Hoogspringen', '0.53 m', '347', 10), ('Vijfkamp Vrouwen - Kogelstoten', '4.66 m', '274', 10), ('Vijfkamp Vrouwen - Verspringen', '2.25 m', '432', 10), ('Vijfkamp Vrouwen - 800 meter', '2:44.69', '576', 10), ('Zevenkamp - 100 meter horden', '21.43 s', '586', 10), ('Zevenkamp - Hoogspringen', '0.51 m', '334', 10), ('Zevenkamp - Kogelstoten', '4.60 m', '270', 10), ('Zevenkamp - 200 meter', '30.00 s', '457', 10), ('Zevenkamp - Verspringen', '2.24 m', '430', 10), ('Zevenkamp - Speerwerpen', '19.32 m', '407', 10), ('Zevenkamp - 800 meter', '2:42.53', '614', 10), ('Vijfkamp Vrouwen', '2245 p', '449', 10), ('Zevenkamp', '3098 p', '443', 10)]",False,7,1,5,6,4,2,6,5,7
Onbekend,Codarini Arianna,5665790,17,Italia,Vrouw,220,Zonder specialiteit,19,1,14,165,59,[],False,14,3,2,2,2,1,5,0,0
Onbekend,Cogo Vítor,5664746,16,Brasil,Man,380,Zonder specialiteit,12,1,15,167,62,[],False,11,3,8,3,3,1,1,0,0
Onbekend,Cojuangco Diwata,5665108,19,Pilipinas,Vrouw,380,Zonder specialiteit,18,1,15,183,77,[],False,9,5,8,2,2,1,7,0,0
Onbekend,Colas Alizée,5665924,14,France,Vrouw,330,Zonder specialiteit,19,1,15,146,43,[],False,8,3,8,3,2,3,1,0,0
Onbekend,Colbert Gemma,5665897,17,Ireland,Vrouw,1180,Zonder specialiteit,17,1,14,155,50,[],False,20,4,3,8,2,1,1,0,0
Onbekend,Colbert Maeve,5636602,17,Ireland,Vrouw,380,Middenafstandslopers,13,2,17,179,74,"[('800 meter', '2:49.08', '489', 10), ('1.500 meter', '5:38.47', '483', 10), ('3.000 meter steeplechase', '17:54.26', '558', 10)]",False,8,1,2,3,8,2,3,5,5
Onbekend,Colja Majda,5663816,19,Slovenija,Vrouw,660,Zonder specialiteit,16,1,15,181,75,[],False,7,0,6,10,3,1,3,0,0
Onbekend,Coll Carla,5664993,24,Colombia,Vrouw,1470,Zonder specialiteit,13,1,14,183,82,[],False,18,1,9,3,3,10,1,0,0
Onbekend,Collantes Raimundo,5664766,14,España,Man,1040,Zonder specialiteit,20,1,15,165,61,[],False,20,2,3,3,1,2,2,0,0
Onbekend,Collick Leah,5664519,16,Australia,Vrouw,140,Zonder specialiteit,16,1,14,170,62,[],False,7,3,2,2,7,2,2,0,0
Onbekend,Collins Annetjie,5659603,15,South Africa,Vrouw,160,Zonder specialiteit,16,1,14,166,62,[],False,11,3,6,1,1,2,2,0,0
Onbekend,Collins Treasa,5664043,18,Ireland,Vrouw,280,Zonder specialiteit,19,1,15,158,51,[],False,14,1,1,1,1,3,6,0,0
Onbekend,Collymore Dillon,5665696,20,Barbados,Man,1180,Zonder specialiteit,19,1,15,186,87,[],False,20,8,3,3,0,3,4,0,0
Onbekend,Colman Paige,5644016,17,Canada,Vrouw,1240,Sprinters,13,1,15,160,59,"[('100 meter', '14.98 s', '626', 10), ('200 meter', '30.07 s', '572', 10), ('400 meter', '1:08.61', '626', 10), ('100 meter horden', '21.23 s', '653', 10), ('400 meter horden', '1:18.44', '697', 10)]",False,15,1,2,10,2,3,3,9,5
Speerwerpen,Colmegna Oliviero,5184540,33,Italia,Man,4460,Werpers,17,8,14,183,82,"[('Kogelstoten', '7.91 m', '22', 9), ('Discuswerpen', '28.49 m', '82', 9), ('Kogelslingeren', '27.18 m', '19', 9), ('Speerwerpen', '33.68 m', '165', 9)]",False,11,3,0,0,0,0,9,7,13
Onbekend,Coloma Luis Miguel,5542785,17,España,Man,2450,Sprinters,20,1,11,185,91,"[('100 meter', '13.78 s', '627', 10), ('200 meter', '27.49 s', '671', 10), ('400 meter', '1:00.65', '733', 10), ('110 meter horden', '20.93 s', '657', 10), ('400 meter horden', '1:10.76', '743', 10)]",False,16,3,2,12,2,1,5,8,6
Onbekend,Coloma Xavier,5664901,14,España,Man,500,Zonder specialiteit,18,1,14,158,57,[],False,17,3,0,3,1,5,1,0,0
Onbekend,Combes Zane,5665932,14,Australia,Man,310,Zonder specialiteit,19,1,14,172,65,[],False,14,1,7,3,2,3,3,0,0
Discuswerpen,Comel Alessio,4971940,36,Italia,Man,5840,Werpers,17,12,19,192,89,"[('Kogelstoten', '13.43 m', '441', 9), ('Discuswerpen', '46.21 m', '493', 9), ('Kogelslingeren', '43.66 m', '381', 9), ('Speerwerpen', '47.19 m', '463', 9)]",False,20,11,3,0,0,0,11,10,9
Onbekend,Comman Monique,5665156,15,Switzerland,Vrouw,280,Zonder specialiteit,15,1,14,151,44,[],False,14,7,1,1,3,2,1,0,0
Onbekend,Compton Breanna,5662866,15,United States,Vrouw,970,Meerkampers,13,1,14,161,62,"[('Vijfkamp Vrouwen - 100 meter horden', '22.09 s', '496', 10), ('Vijfkamp Vrouwen - Hoogspringen', '0.48 m', '314', 10), ('Vijfkamp Vrouwen - Kogelstoten', '3.62 m', '213', 10), ('Vijfkamp Vrouwen - Verspringen', '1.92 m', '369', 10), ('Vijfkamp Vrouwen - 800 meter', '2:52.64', '435', 10), ('Zevenkamp - 100 meter horden', '22.01 s', '507', 10), ('Zevenkamp - Hoogspringen', '0.48 m', '314', 10), ('Zevenkamp - Kogelstoten', '3.59 m', '211', 10), ('Zevenkamp - 200 meter', '31.45 s', '310', 10), ('Zevenkamp - Verspringen', '1.90 m', '365', 10), ('Zevenkamp - Speerwerpen', '13.46 m', '284', 10), ('Zevenkamp - 800 meter', '2:52.81', '432', 10), ('Vijfkamp Vrouwen', '1827 p', '365', 10), ('Zevenkamp', '2423 p', '346', 10)]",False,19,3,1,2,2,6,5,6,5
Onbekend,Conca Marcella,5646427,21,Italia,Vrouw,1970,Snelwandelaars,20,1,15,161,57,"[('10 km snelwandelen', '1h:05:21.95', '727', 10), ('20 km snelwandelen', '2h:12:36.14', '684', 10), ('50 km snelwandelen', '5h:26:43.81', '645', 10)]",False,18,2,9,6,3,1,1,7,10
Onbekend,Concha Beñat,5554791,17,Colombia,Man,1270,Werpers,20,2,15,190,102,"[('Kogelstoten', '8.29 m', '51', 9), ('Discuswerpen', '27.06 m', '49', 9), ('Kogelslingeren', '27.44 m', '25', 9), ('Speerwerpen', '29.42 m', '71', 9)]",False,19,9,2,3,3,2,3,7,7
