Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Resultaten test,Club,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
1.500 meter,Canas Rafael,5602356,18,El Salvador,Man,1260,Middenafstandslopers,19,2,15,181,82,"[('800 meter', '2:28.51', '610', 0), ('1.500 meter', '4:56.54', '590', 0), ('3.000 meter steeplechase', '14:29.84', '641', 0)]",False,6,3,8,3,3,1,10,4,7
Onbekend,Canavesi Melinda,5630436,18,Italia,Vrouw,1650,Werpers,20,1,15,163,61,"[('Kogelstoten', '5.19 m', '0', 0), ('Discuswerpen', '21.68 m', '0', 0), ('Kogelslingeren', '18.98 m', '0', 0), ('Speerwerpen', '21.04 m', '32', 0)]",False,15,2,1,8,2,2,10,9,5
Hoogspringen,Candás Rosario,4829751,41,España,Vrouw,3260,Springers,17,11,20,159,38,"[('Hoogspringen', '0.85 m', '156', 0), ('Polsstokhoogspringen', '2.03 m', '193', 0), ('Verspringen', '2.82 m', '173', 0), ('Hinkstapspringen', '5.85 m', '204', 0)]",False,19,0,0,0,6,11,0,6,7
800 meter,Candeloro Enza,5464276,22,Italia,Vrouw,4010,Middenafstandslopers,20,4,20,175,72,"[('800 meter', '2:26.91', '854', 0), ('1.500 meter', '5:03.92', '767', 0), ('3.000 meter steeplechase', '16:18.62', '800', 0)]",False,16,1,9,13,2,1,2,8,9
Onbekend,Canfarini Irene,5645607,18,Italia,Vrouw,2310,Sprinters,15,1,16,180,77,"[('100 meter', '14.95 s', '631', 0), ('200 meter', '29.49 s', '624', 0), ('400 meter', '1:07.39', '673', 0), ('100 meter horden', '20.87 s', '698', 0), ('400 meter horden', '1:17.84', '717', 0)]",False,20,1,2,11,3,3,3,3,5
800 meter,Cañizares Alejandro,4766970,39,España,Man,59170,Middenafstandslopers,20,19,12,181,54,"[('800 meter', '1:59.82', '1124', 0), ('1.500 meter', '3:57.64', '1122', 0), ('3.000 meter steeplechase', '12:00.86', '1091', 0)]",False,20,0,19,18,0,0,0,14,7
Onbekend,Cannon Haiden,5583467,18,Canada,Man,720,Werpers,20,1,15,174,84,"[('Kogelstoten', '6.71 m', '0', 0), ('Discuswerpen', '26.65 m', '40', 0), ('Kogelslingeren', '27.71 m', '31', 0), ('Speerwerpen', '30.77 m', '101', 0)]",False,12,3,3,3,8,3,7,7,6
Onbekend,Cano José,5665025,21,Costa Rica,Man,1650,Zonder specialiteit,11,1,14,175,82,[],False,20,10,2,3,3,1,1,0,0
Onbekend,Cánovas Velasco,5666029,16,España,Man,240,Zonder specialiteit,20,1,15,174,73,[],False,13,2,7,2,3,2,1,0,0
Onbekend,Cantancio Charito,5666673,18,Pilipinas,Vrouw,950,Zonder specialiteit,15,1,15,168,61,[],False,20,2,2,1,1,2,6,0,0
Discuswerpen,Cantella Emma,5489263,22,Italia,Vrouw,3380,Werpers,20,3,15,181,75,"[('Kogelstoten', '10.24 m', '241', 0), ('Discuswerpen', '37.63 m', '308', 0), ('Kogelslingeren', '33.03 m', '265', 0), ('Speerwerpen', '31.88 m', '346', 0)]",False,14,11,0,2,3,2,8,9,11
Verspringen,Canton Olivia,5558335,18,Italia,Vrouw,3320,Springers,20,2,20,169,74,"[('Hoogspringen', '0.97 m', '260', 0), ('Polsstokhoogspringen', '2.25 m', '276', 0), ('Verspringen', '3.70 m', '407', 0), ('Hinkstapspringen', '6.44 m', '283', 0)]",False,13,3,3,9,2,13,0,7,6
Onbekend,Caoduro Cristiana,5662115,18,Italia,Vrouw,1980,Langeafstandslopers,16,1,15,174,69,"[('5.000 meter', '21:05.91', '505', 0), ('10.000 meter', '45:34.07', '524', 0), ('Marathon', '3h:12:34.48', '549', 0)]",False,20,1,10,2,3,2,1,4,5
Onbekend,Capiaghi Emma,5600761,18,Italia,Vrouw,3160,Middenafstandslopers,16,1,13,161,64,"[('800 meter', '2:37.83', '674', 0), ('1.500 meter', '5:10.41', '714', 0), ('3.000 meter steeplechase', '16:33.25', '763', 0)]",False,11,3,12,11,3,2,3,5,6
1.500 meter,Capiaux Tiago,5536306,18,België,Man,450,Middenafstandslopers,20,3,17,182,94,"[('800 meter', '2:28.89', '604', 0), ('1.500 meter', '4:56.55', '590', 0), ('3.000 meter steeplechase', '14:37.83', '617', 0)]",False,6,7,3,3,6,2,1,7,6
Onbekend,Capitán Desirée,5614408,19,España,Vrouw,1060,Meerkampers,19,1,18,166,64,"[('Vijfkamp Vrouwen - 100 meter horden', '21.21 s', '616', 0), ('Vijfkamp Vrouwen - Hoogspringen', '0.57 m', '373', 0), ('Vijfkamp Vrouwen - Kogelstoten', '4.71 m', '277', 0), ('Vijfkamp Vrouwen - Verspringen', '2.34 m', '450', 0), ('Vijfkamp Vrouwen - 800 meter', '2:46.41', '546', 0), ('Zevenkamp - 100 meter horden', '21.18 s', '620', 0), ('Zevenkamp - Hoogspringen', '0.58 m', '379', 0), ('Zevenkamp - Kogelstoten', '4.71 m', '277', 0), ('Zevenkamp - 200 meter', '30.43 s', '413', 0), ('Zevenkamp - Verspringen', '2.36 m', '453', 0), ('Zevenkamp - Speerwerpen', '19.61 m', '413', 0), ('Zevenkamp - 800 meter', '2:46.32', '547', 0), ('Vijfkamp Vrouwen', '2262 p', '452', 0), ('Zevenkamp', '3102 p', '443', 0)]",False,9,3,2,4,10,1,3,5,7
Onbekend,Capoferri Virna,5573079,20,Italia,Vrouw,610,Snelwandelaars,18,2,16,158,63,"[('10 km snelwandelen', '1h:07:16.77', '653', 0), ('20 km snelwandelen', '2h:17:05.60', '596', 0), ('50 km snelwandelen', '5h:35:04.58', '578', 0)]",False,12,1,8,4,7,2,3,5,7
100 meter,Caprazli Gurkan,5572209,18,Türkiye,Man,2480,Sprinters,20,2,18,183,85,"[('100 meter', '13.02 s', '773', 0), ('200 meter', '25.97 s', '815', 0), ('400 meter', '57.91 s', '848', 0), ('110 meter horden', '20.03 s', '769', 0), ('400 meter horden', '1:08.34', '829', 0)]",False,10,9,2,11,2,1,1,9,7
Onbekend,Carabalí Franklin,5666530,16,Ecuador,Man,220,Zonder specialiteit,18,1,15,170,71,[],False,12,3,2,4,2,7,1,0,0
Onbekend,Caraballo Iria,5583043,18,España,Vrouw,1020,Springers,20,1,15,184,88,"[('Hoogspringen', '0.83 m', '138', 0), ('Polsstokhoogspringen', '1.71 m', '71', 0), ('Verspringen', '2.92 m', '199', 0), ('Hinkstapspringen', '4.99 m', '89', 0)]",False,14,2,1,6,1,9,4,8,6
200 meter,Carabott Finlay,5592416,25,Malta,Man,3410,Sprinters,20,3,16,173,80,"[('100 meter', '13.25 s', '728', 0), ('200 meter', '25.78 s', '833', 0), ('400 meter', '59.33 s', '788', 0), ('110 meter horden', '20.29 s', '737', 0), ('400 meter horden', '1:09.49', '788', 0)]",False,16,2,2,12,2,1,0,9,9
Onbekend,Caraccia Federico,5348319,25,Italia,Man,7540,Langeafstandslopers,18,3,11,194,92,"[('5.000 meter', '17:02.73', '646', 0), ('10.000 meter', '39:26.09', '638', 0), ('Marathon', '2h:39:58.97', '705', 0)]",False,19,3,15,11,2,3,3,7,5
Onbekend,Caraccia Lino,5665559,18,Italia,Man,160,Zonder specialiteit,16,1,14,169,72,[],False,14,1,2,2,0,3,1,0,0
Kogelstoten,Caramella Liliana,5486210,23,Italia,Vrouw,1640,Werpers,19,3,11,180,72,"[('Kogelstoten', '8.03 m', '64', 0), ('Discuswerpen', '25.84 m', '31', 0), ('Kogelslingeren', '22.76 m', '3', 0), ('Speerwerpen', '20.26 m', '9', 0)]",False,9,12,0,1,1,1,3,5,6
Onbekend,Carandini Bridget,5567437,20,Australia,Vrouw,1950,Springers,20,2,17,172,62,"[('Hoogspringen', '0.89 m', '190', 0), ('Polsstokhoogspringen', '2.11 m', '223', 0), ('Verspringen', '3.16 m', '263', 0), ('Hinkstapspringen', '6.05 m', '231', 0)]",False,14,3,1,3,6,11,2,9,6
Onbekend,Caratelli Giorgio,5563919,18,Italia,Man,5390,Sprinters,20,1,13,183,89,"[('100 meter', '13.49 s', '682', 0), ('200 meter', '26.82 s', '734', 0), ('400 meter', '59.43 s', '784', 0), ('110 meter horden', '20.26 s', '741', 0), ('400 meter horden', '1:08.81', '812', 0)]",False,13,2,0,14,3,2,1,9,5
Onbekend,Caravelli Arianna,5508583,19,Italia,Vrouw,1790,Springers,20,2,17,191,98,"[('Hoogspringen', '0.94 m', '234', 0), ('Polsstokhoogspringen', '2.13 m', '231', 0), ('Verspringen', '2.85 m', '181', 0), ('Hinkstapspringen', '5.78 m', '195', 0)]",False,18,1,3,2,10,9,0,7,6
Onbekend,Carbajal Ícaro,5574829,18,España,Man,1270,Middenafstandslopers,20,2,14,171,81,"[('800 meter', '2:22.49', '718', 0), ('1.500 meter', '4:43.94', '704', 0), ('3.000 meter steeplechase', '14:07.09', '710', 0)]",False,7,2,10,8,1,2,2,4,6
Onbekend,Carbó Verònica,5537097,18,España,Vrouw,810,Zonder specialiteit,20,4,15,167,79,[],False,7,3,3,9,2,8,3,0,0
Onbekend,Carbognani Domenico,5665803,17,Italia,Man,410,Zonder specialiteit,18,1,14,178,75,[],False,14,8,4,2,1,2,5,0,0
Tienkamp,Cardone Celeste,5554139,18,Italia,Man,620,Meerkampers,20,2,20,190,100,"[('Vijfkamp Mannen - Verspringen', '2.24 m', '350', 0), ('Vijfkamp Mannen - Speerwerpen', '24.41 m', '392', 0), ('Vijfkamp Mannen - 200 meter', '29.01 s', '439', 0), ('Vijfkamp Mannen - Discuswerpen', '18.82 m', '317', 0), ('Vijfkamp Mannen - 1500 meter', '5:08.29', '395', 0), ('Tienkamp - 100 meter', '14.46 s', '413', 0), ('Tienkamp - Verspringen', '2.24 m', '350', 0), ('Tienkamp - Kogelstoten', '5.09 m', '288', 0), ('Tienkamp - Hoogspringen', '0.60 m', '357', 0), ('Tienkamp - 400 meter', '1:04.58', '477', 0), ('Tienkamp - 110 meter horden', '21.65 s', '446', 0), ('Tienkamp - Discuswerpen', '18.69 m', '315', 0), ('Tienkamp - Polsstokhoogspringen', '1.56 m', '329', 0), ('Tienkamp - Speerwerpen', '24.17 m', '388', 0), ('Tienkamp - 1500 meter', '5:07.17', '407', 0), ('Vijfkamp Mannen', '1893 p', '379', 0), ('Tienkamp', '3770 p', '377', 0)]",False,9,0,2,2,4,1,3,5,9
400 meter,Cardoni Monique,5586037,18,Lëtzebuerg,Vrouw,1680,Sprinters,20,2,15,169,76,"[('100 meter', '14.42 s', '725', 0), ('200 meter', '29.01 s', '667', 0), ('400 meter', '1:05.77', '735', 0), ('100 meter horden', '20.90 s', '694', 0), ('400 meter horden', '1:17.17', '739', 0)]",False,14,10,3,9,0,2,0,7,5
Onbekend,Cardoso Philomène,5603821,19,France,Vrouw,920,Springers,18,1,19,168,66,"[('Hoogspringen', '0.80 m', '112', 0), ('Polsstokhoogspringen', '1.89 m', '140', 0), ('Verspringen', '2.94 m', '205', 0), ('Hinkstapspringen', '5.54 m', '163', 0)]",False,7,3,1,3,4,9,0,6,8
Onbekend,Carey Peter,5611570,18,Great Britain,Man,780,Werpers,20,1,15,188,89,"[('Kogelstoten', '7.18 m', '0', 0), ('Discuswerpen', '24.81 m', '0', 0), ('Kogelslingeren', '23.72 m', '0', 0), ('Speerwerpen', '28.47 m', '50', 0)]",False,15,5,4,1,0,1,7,7,8
Onbekend,Carias Beltrán,5666505,22,Venezuela,Man,120,Zonder specialiteit,17,1,15,181,76,[],False,12,2,0,1,3,5,1,0,0
Onbekend,Carlini Cinzia,5553449,18,Italia,Vrouw,8210,Meerkampers,20,2,14,166,70,"[('Vijfkamp Vrouwen - 100 meter horden', '20.43 s', '722', 0), ('Vijfkamp Vrouwen - Hoogspringen', '0.42 m', '275', 0), ('Vijfkamp Vrouwen - Kogelstoten', '3.53 m', '207', 0), ('Vijfkamp Vrouwen - Verspringen', '2.59 m', '498', 0), ('Vijfkamp Vrouwen - 800 meter', '2:39.30', '672', 0), ('Zevenkamp - 100 meter horden', '20.54 s', '707', 0), ('Zevenkamp - Hoogspringen', '0.41 m', '268', 0), ('Zevenkamp - Kogelstoten', '3.55 m', '208', 0), ('Zevenkamp - 200 meter', '28.49 s', '610', 0), ('Zevenkamp - Verspringen', '2.54 m', '488', 0), ('Zevenkamp - Speerwerpen', '17.59 m', '371', 0), ('Zevenkamp - 800 meter', '2:39.21', '673', 0), ('Vijfkamp Vrouwen', '2374 p', '475', 0), ('Zevenkamp', '3325 p', '475', 0)]",False,13,2,2,16,2,1,3,6,5
10 km snelwandelen,Carlone Elia,5504670,21,Italia,Man,1760,Snelwandelaars,20,3,17,174,74,"[('10 km snelwandelen', '58:48.53', '763', 0), ('20 km snelwandelen', '1h:56:53.62', '718', 0), ('50 km snelwandelen', '4h:57:25.89', '671', 0)]",False,14,1,11,3,5,6,0,8,7
Onbekend,Carlsen Isak,5666194,19,Norge,Man,1000,Zonder specialiteit,14,1,15,179,79,[],False,15,1,2,3,1,10,1,0,0
Onbekend,Carlsen Oliver,5665076,19,Danmark,Man,1520,Zonder specialiteit,17,1,15,185,83,[],False,19,2,2,9,3,9,3,0,0
Onbekend,Carlsson Itati,5664954,18,Colombia,Vrouw,670,Zonder specialiteit,12,1,15,170,66,[],False,17,2,2,1,2,2,8,0,0
Onbekend,Carmichael Fiona,5596880,18,Great Britain,Vrouw,1590,Snelwandelaars,20,1,15,175,78,"[('10 km snelwandelen', '1h:06:16.82', '692', 0), ('20 km snelwandelen', '2h:13:11.43', '672', 0), ('50 km snelwandelen', '5h:28:14.38', '633', 0)]",False,13,2,11,3,4,2,1,6,5
3.000 meter steeplechase,Carmichael Graeme,5536451,18,Great Britain,Man,740,Middenafstandslopers,20,3,14,189,97,"[('800 meter', '2:30.64', '572', 0), ('1.500 meter', '5:03.44', '528', 0), ('3.000 meter steeplechase', '15:06.47', '530', 0)]",False,19,2,2,6,2,0,3,4,5
Onbekend,Carneiro Cecília,5454710,21,Portugal,Vrouw,1390,Springers,20,2,11,161,69,"[('Hoogspringen', '0.76 m', '78', 0), ('Polsstokhoogspringen', '1.87 m', '132', 0), ('Verspringen', '2.74 m', '151', 0), ('Hinkstapspringen', '5.35 m', '137', 0)]",False,17,4,2,3,7,9,3,8,7
Hinkstapspringen,Carnicer Raimundo,5188863,29,España,Man,5020,Springers,18,6,16,194,98,"[('Hoogspringen', '1.37 m', '502', 0), ('Polsstokhoogspringen', '3.45 m', '419', 0), ('Verspringen', '5.12 m', '530', 0), ('Hinkstapspringen', '10.17 m', '494', 0)]",False,13,1,2,10,11,11,2,7,10
Onbekend,Carpintero Mónica,5665623,18,España,Vrouw,730,Werpers,16,1,14,161,57,"[('Kogelstoten', '4.59 m', '0', 0), ('Discuswerpen', '19.20 m', '0', 0), ('Kogelslingeren', '16.47 m', '0', 0), ('Speerwerpen', '18.08 m', '0', 0)]",False,13,2,1,6,2,3,9,7,7
Onbekend,Carpio Alicia,5665011,16,El Salvador,Vrouw,220,Zonder specialiteit,17,1,14,161,58,[],False,11,2,7,2,1,1,3,0,0
Onbekend,Carrapatoso Helga,5665138,17,Portugal,Vrouw,380,Zonder specialiteit,13,1,14,173,72,[],False,11,5,3,2,3,8,7,0,0
800 meter,Carrascosa Tanausú,4936461,35,España,Man,6040,Middenafstandslopers,16,12,17,183,70,"[('800 meter', '2:10.91', '925', 0), ('1.500 meter', '4:23.83', '886', 0), ('3.000 meter steeplechase', '13:19.58', '853', 0)]",False,9,0,10,11,3,0,0,11,9
Vijfkamp Mannen,Carrasquillo Eustaquio,5500974,21,España,Man,1900,Meerkampers,20,3,16,182,91,"[('Vijfkamp Mannen - Verspringen', '3.87 m', '605', 0), ('Vijfkamp Mannen - Speerwerpen', '37.86 m', '608', 0), ('Vijfkamp Mannen - 200 meter', '26.24 s', '732', 0), ('Vijfkamp Mannen - Discuswerpen', '33.49 m', '565', 0), ('Vijfkamp Mannen - 1500 meter', '4:42.73', '653', 0), ('Tienkamp - 100 meter', '13.40 s', '640', 0), ('Tienkamp - Verspringen', '3.90 m', '610', 0), ('Tienkamp - Kogelstoten', '8.79 m', '497', 0), ('Tienkamp - Hoogspringen', '0.88 m', '523', 0), ('Tienkamp - 400 meter', '58.84 s', '746', 0), ('Tienkamp - 110 meter horden', '20.14 s', '659', 0), ('Tienkamp - Discuswerpen', '32.56 m', '549', 0), ('Tienkamp - Polsstokhoogspringen', '2.45 m', '516', 0), ('Tienkamp - Speerwerpen', '37.49 m', '602', 0), ('Tienkamp - 1500 meter', '4:49.04', '589', 0), ('Vijfkamp Mannen', '3163 p', '633', 0), ('Tienkamp', '5931 p', '593', 0)]",False,16,9,3,7,6,4,3,9,9
Kogelslingeren,Carreón Francisco José,5289666,29,España,Man,3900,Werpers,17,6,11,172,67,"[('Kogelstoten', '6.75 m', '0', 0), ('Discuswerpen', '25.90 m', '22', 0), ('Kogelslingeren', '25.99 m', '0', 0), ('Speerwerpen', '29.98 m', '83', 0)]",False,14,3,3,2,1,1,11,7,12
Speerwerpen,Carreón Ion,4786826,42,España,Man,9860,Werpers,19,17,16,176,59,"[('Kogelstoten', '9.86 m', '170', 0), ('Discuswerpen', '32.57 m', '177', 0), ('Kogelslingeren', '31.31 m', '110', 0), ('Speerwerpen', '32.17 m', '132', 0)]",False,20,11,0,0,0,0,8,2,2
100 meter,Carretero Juan José,4853677,37,España,Man,10230,Sprinters,18,12,18,170,61,"[('100 meter', '12.61 s', '851', 0), ('200 meter', '25.80 s', '831', 0), ('400 meter', '57.28 s', '874', 0), ('110 meter horden', '19.46 s', '841', 0), ('400 meter horden', '1:07.02', '876', 0)]",False,16,1,0,14,0,0,0,11,12
Onbekend,Carriere Stéphanie,5542468,18,France,Vrouw,1710,Werpers,20,2,14,181,86,"[('Kogelstoten', '10.02 m', '223', 0), ('Discuswerpen', '34.64 m', '238', 0), ('Kogelslingeren', '30.86 m', '209', 0), ('Speerwerpen', '29.01 m', '262', 0)]",False,7,10,2,2,2,1,11,4,5
Onbekend,Carrión Kerman,5628282,18,España,Man,540,Middenafstandslopers,19,1,13,193,93,"[('800 meter', '2:27.54', '628', 0), ('1.500 meter', '4:56.55', '590', 0), ('3.000 meter steeplechase', '14:34.03', '628', 0)]",False,12,2,5,6,4,2,3,7,8
Onbekend,Carter Dan,5665904,18,Barbados,Man,400,Zonder specialiteit,14,1,14,177,78,[],False,10,1,2,7,2,8,5,0,0
Onbekend,Carter Jayden,5666142,18,Ireland,Man,1060,Zonder specialiteit,19,1,15,189,88,[],False,20,2,6,2,1,1,6,0,0
Onbekend,Carter Sean,5666678,20,Barbados,Man,1020,Zonder specialiteit,19,1,15,178,77,[],False,20,2,7,2,1,3,2,0,0
Kogelslingeren,Cartie Tanguy,5511649,20,France,Man,3880,Werpers,20,3,19,194,96,"[('Kogelstoten', '8.53 m', '69', 0), ('Discuswerpen', '31.17 m', '144', 0), ('Kogelslingeren', '31.98 m', '125', 0), ('Speerwerpen', '36.56 m', '229', 0)]",False,13,3,3,2,3,12,10,8,8
10.000 meter,Carton Maëlys,5521648,19,France,Vrouw,14160,Langeafstandslopers,20,2,17,175,76,"[('5.000 meter', '19:21.76', '732', 0), ('10.000 meter', '42:22.96', '716', 0), ('Marathon', '2h:55:07.61', '795', 0)]",False,15,3,17,1,3,3,3,8,9
Onbekend,Caruana Tarcisio,5664842,17,Malta,Man,70,Zonder specialiteit,18,1,15,163,63,[],False,8,2,4,1,3,0,3,0,0
Onbekend,Casaccio Donata,5665201,16,Italia,Vrouw,210,Zonder specialiteit,13,1,15,167,64,[],False,10,2,1,6,6,2,1,0,0
Onbekend,Casado Koldo,5665511,18,España,Man,150,Zonder specialiteit,16,1,15,175,74,[],False,13,2,1,4,1,2,3,0,0
Onbekend,Casado Marcel,5636421,18,España,Man,440,Sprinters,15,1,17,184,88,"[('100 meter', '13.88 s', '608', 0), ('200 meter', '27.61 s', '660', 0), ('400 meter', '1:01.37', '703', 0), ('110 meter horden', '21.25 s', '617', 0), ('400 meter horden', '1:12.41', '684', 0)]",False,10,5,3,7,1,1,7,6,6
Onbekend,Casagrande Elvira,5610700,18,Italia,Vrouw,160,Middenafstandslopers,20,1,14,181,81,"[('800 meter', '2:47.65', '513', 0), ('1.500 meter', '5:37.39', '492', 0), ('3.000 meter steeplechase', '17:54.05', '559', 0)]",False,12,3,4,6,2,3,1,3,4
Onbekend,Casas Elisa,5610298,18,España,Vrouw,640,Meerkampers,19,1,14,182,81,"[('Vijfkamp Vrouwen - 100 meter horden', '20.94 s', '652', 0), ('Vijfkamp Vrouwen - Hoogspringen', '0.60 m', '393', 0), ('Vijfkamp Vrouwen - Kogelstoten', '6.97 m', '410', 0), ('Vijfkamp Vrouwen - Verspringen', '2.51 m', '482', 0), ('Vijfkamp Vrouwen - 800 meter', '2:43.44', '598', 0), ('Zevenkamp - 100 meter horden', '20.99 s', '645', 0), ('Zevenkamp - Hoogspringen', '0.62 m', '406', 0), ('Zevenkamp - Kogelstoten', '6.97 m', '410', 0), ('Zevenkamp - 200 meter', '29.37 s', '521', 0), ('Zevenkamp - Verspringen', '2.52 m', '484', 0), ('Zevenkamp - Speerwerpen', '22.75 m', '480', 0), ('Zevenkamp - 800 meter', '2:42.92', '607', 0), ('Vijfkamp Vrouwen', '2535 p', '507', 0), ('Zevenkamp', '3553 p', '508', 0)]",False,7,8,2,7,3,3,3,7,7
800 meter,Casati Elena,5556981,29,Italia,Vrouw,1760,Middenafstandslopers,14,2,11,177,81,"[('800 meter', '2:40.14', '636', 0), ('1.500 meter', '5:23.92', '603', 0), ('3.000 meter steeplechase', '16:55.92', '706', 0)]",False,12,3,9,4,3,3,0,11,5
Onbekend,Casavecchia Vittorio,5664702,18,Italia,Man,490,Zonder specialiteit,15,1,14,163,63,[],False,17,2,6,3,3,2,4,0,0
Onbekend,Casey Caspar,5664683,18,Ireland,Man,790,Meerkampers,11,1,12,183,82,[],False,17,7,2,3,3,8,3,6,5
Onbekend,Casey Daisy,5666325,22,Ireland,Vrouw,450,Zonder specialiteit,18,1,15,183,72,[],False,7,9,2,2,2,3,2,0,0
Onbekend,Casilli Irma,5586543,18,Italia,Vrouw,1620,Springers,20,2,17,174,73,"[('Hoogspringen', '0.94 m', '234', 0), ('Polsstokhoogspringen', '2.20 m', '257', 0), ('Verspringen', '3.34 m', '311', 0), ('Hinkstapspringen', '6.41 m', '279', 0)]",False,7,2,2,3,6,10,7,6,8
Onbekend,Casimiro Narciso,5478877,20,Portugal,Man,3980,Meerkampers,20,1,11,185,99,"[('Vijfkamp Mannen - Verspringen', '2.67 m', '417', 0), ('Vijfkamp Mannen - Speerwerpen', '32.17 m', '517', 0), ('Vijfkamp Mannen - 200 meter', '27.05 s', '646', 0), ('Vijfkamp Mannen - Discuswerpen', '25.70 m', '433', 0), ('Vijfkamp Mannen - 1500 meter', '4:56.74', '512', 0), ('Tienkamp - 100 meter', '13.69 s', '578', 0), ('Tienkamp - Verspringen', '2.62 m', '409', 0), ('Tienkamp - Kogelstoten', '7.77 m', '440', 0), ('Tienkamp - Hoogspringen', '0.45 m', '267', 0), ('Tienkamp - 400 meter', '59.66 s', '707', 0), ('Tienkamp - 110 meter horden', '20.76 s', '572', 0), ('Tienkamp - Discuswerpen', '25.72 m', '433', 0), ('Tienkamp - Polsstokhoogspringen', '1.21 m', '255', 0), ('Tienkamp - Speerwerpen', '32.37 m', '520', 0), ('Tienkamp - 1500 meter', '4:55.85', '521', 0), ('Vijfkamp Mannen', '2525 p', '505', 0), ('Tienkamp', '4702 p', '470', 0)]",False,15,6,1,13,1,1,7,8,5
Onbekend,Casiraghi Domenico,5648459,18,Italia,Man,740,Zonder specialiteit,20,1,15,184,83,[],False,13,1,1,6,3,10,3,0,0
Onbekend,Casmir Chike,5666157,22,Nigeria,Man,380,Zonder specialiteit,19,1,15,194,91,[],False,13,1,8,0,2,3,3,0,0
Kogelslingeren,Casquero Amparo,5090185,33,España,Vrouw,14080,Werpers,20,9,16,163,49,"[('Kogelstoten', '12.61 m', '430', 0), ('Discuswerpen', '43.72 m', '451', 0), ('Kogelslingeren', '39.08 m', '419', 0), ('Speerwerpen', '36.98 m', '493', 0)]",False,20,12,0,1,0,0,16,11,8
Onbekend,Cassettari Penelope,5661984,18,Italia,Vrouw,970,Langeafstandslopers,17,1,13,165,61,"[('5.000 meter', '21:49.21', '410', 0), ('10.000 meter', '47:41.47', '396', 0), ('Marathon', '3h:21:21.20', '425', 0)]",False,20,0,5,2,2,2,2,3,3
Onbekend,Cassiani Refugio,5430866,25,Venezuela,Vrouw,580,Langeafstandslopers,17,1,11,153,47,"[('5.000 meter', '21:13.95', '487', 0), ('10.000 meter', '45:51.79', '506', 0), ('Marathon', '3h:14:06.08', '527', 0)]",False,9,2,7,5,1,1,3,7,8
Onbekend,Castagnetti Camilla,5633690,18,Italia,Vrouw,640,Middenafstandslopers,17,1,15,166,67,"[('800 meter', '2:49.45', '483', 0), ('1.500 meter', '5:34.86', '513', 0), ('3.000 meter steeplechase', '17:58.62', '547', 0)]",False,15,1,3,2,2,2,1,8,7
Onbekend,Castañeda Miranda,5666646,21,Chile,Vrouw,320,Zonder specialiteit,11,1,15,181,74,[],False,8,3,1,8,2,2,6,0,0
Onbekend,Castanheira Noémia,5664870,18,Portugal,Vrouw,460,Zonder specialiteit,16,1,14,178,70,[],False,16,3,5,2,3,7,3,0,0
Onbekend,Castellanos Amador,5572532,18,España,Man,1390,Springers,19,1,14,187,92,[],False,15,2,4,3,2,1,9,7,9
Onbekend,Castells Carmen,5270302,28,España,Vrouw,3640,Springers,16,4,11,177,71,"[('Hoogspringen', '0.96 m', '251', 0), ('Polsstokhoogspringen', '2.30 m', '295', 0), ('Verspringen', '3.45 m', '341', 0), ('Hinkstapspringen', '6.74 m', '323', 0)]",False,12,10,3,3,8,10,1,11,9
Onbekend,Castiello Federico,5636947,18,Italia,Man,590,Langeafstandslopers,20,1,14,175,77,"[('5.000 meter', '18:05.53', '484', 0), ('10.000 meter', '41:59.90', '467', 0), ('Marathon', '2h:52:27.93', '505', 0)]",False,11,1,7,3,1,5,6,8,7
Polsstokhoogspringen,Castillo Manex,5619769,18,España,Man,1320,Springers,20,2,14,188,91,"[('Hoogspringen', '0.62 m', '0', 0), ('Polsstokhoogspringen', '1.73 m', '0', 0), ('Verspringen', '2.35 m', '0', 0), ('Hinkstapspringen', '5.04 m', '0', 0)]",False,20,2,2,2,8,1,0,4,8
Onbekend,Castillo Wendy,5591069,26,Perú,Vrouw,1360,Snelwandelaars,13,1,11,181,86,"[('10 km snelwandelen', '1h:07:36.83', '640', 0), ('20 km snelwandelen', '2h:16:56.71', '599', 0), ('50 km snelwandelen', '5h:35:42.60', '573', 0)]",False,12,2,11,3,3,2,2,6,7
800 meter,Castoldi Elisabetta,5518717,21,Italia,Vrouw,2230,Middenafstandslopers,20,3,14,176,73,"[('800 meter', '2:31.15', '784', 0), ('1.500 meter', '5:06.74', '744', 0), ('3.000 meter steeplechase', '16:14.03', '811', 0)]",False,9,3,10,10,3,5,1,9,9
Onbekend,Castro Carlos,5666787,25,Perú,Man,1620,Zonder specialiteit,20,1,15,174,73,[],False,20,3,3,3,3,3,10,0,0
