Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Club,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2,Discipline,Resultaat,Punten Resultaat,Week
Onbekend,Avram Florica,5646356,21,România,Vrouw,1660,Sprinters,17,1,17,170,64,False,11,3,3,11,3,2,1,9,3,400 meter horden,1:15.88,781,10
Onbekend,Ayensa Violeta,5655986,15,España,Vrouw,440,Snelwandelaars,18,1,13,173,67,False,9,3,1,2,3,7,5,8,6,10 km snelwandelen,1h:10:51.18,514,10
Onbekend,Ayensa Violeta,5655986,15,España,Vrouw,440,Snelwandelaars,18,1,13,173,67,False,9,3,1,2,3,7,5,8,6,20 km snelwandelen,2h:24:09.21,459,10
Onbekend,Ayensa Violeta,5655986,15,España,Vrouw,440,Snelwandelaars,18,1,13,173,67,False,9,3,1,2,3,7,5,8,6,50 km snelwandelen,5h:57:21.01,399,10
Onbekend,Ayerbe Fe,5634179,15,España,Vrouw,930,Werpers,20,1,15,154,51,False,15,5,4,3,3,1,8,8,6,Kogelstoten,5.85 m,0,10
Onbekend,Ayerbe Fe,5634179,15,España,Vrouw,930,Werpers,20,1,15,154,51,False,15,5,4,3,3,1,8,8,6,Discuswerpen,23.14 m,0,10
Onbekend,Ayerbe Fe,5634179,15,España,Vrouw,930,Werpers,20,1,15,154,51,False,15,5,4,3,3,1,8,8,6,Kogelslingeren,19.86 m,0,10
Onbekend,Ayerbe Fe,5634179,15,España,Vrouw,930,Werpers,20,1,15,154,51,False,15,5,4,3,3,1,8,8,6,Speerwerpen,19.71 m,0,10
400 meter,Ayerbe Octavio,4841926,37,España,Man,25510,Sprinters,20,13,16,183,69,False,18,11,0,19,0,0,0,7,6,100 meter,12.13 s,943,10
400 meter,Ayerbe Octavio,4841926,37,España,Man,25510,Sprinters,20,13,16,183,69,False,18,11,0,19,0,0,0,7,6,200 meter,24.88 s,918,10
400 meter,Ayerbe Octavio,4841926,37,España,Man,25510,Sprinters,20,13,16,183,69,False,18,11,0,19,0,0,0,7,6,400 meter,52.67 s,1067,10
400 meter,Ayerbe Octavio,4841926,37,España,Man,25510,Sprinters,20,13,16,183,69,False,18,11,0,19,0,0,0,7,6,110 meter horden,19.10 s,886,10
400 meter,Ayerbe Octavio,4841926,37,España,Man,25510,Sprinters,20,13,16,183,69,False,18,11,0,19,0,0,0,7,6,400 meter horden,1:06.12,908,10
Onbekend,Ayers Jack,5589216,17,United States,Man,1190,Snelwandelaars,20,1,16,182,90,False,11,2,10,2,2,2,3,8,5,10 km snelwandelen,1h:02:43.71,596,10
Onbekend,Ayers Jack,5589216,17,United States,Man,1190,Snelwandelaars,20,1,16,182,90,False,11,2,10,2,2,2,3,8,5,20 km snelwandelen,2h:01:49.70,610,10
Onbekend,Ayers Jack,5589216,17,United States,Man,1190,Snelwandelaars,20,1,16,182,90,False,11,2,10,2,2,2,3,8,5,50 km snelwandelen,5h:08:38.61,573,10
Onbekend,Ayllón Julia,5665204,16,España,Vrouw,960,Werpers,18,1,14,159,54,False,10,1,1,2,8,2,10,5,6,Kogelstoten,4.09 m,0,10
Onbekend,Ayllón Julia,5665204,16,España,Vrouw,960,Werpers,18,1,14,159,54,False,10,1,1,2,8,2,10,5,6,Discuswerpen,19.30 m,0,10
Onbekend,Ayllón Julia,5665204,16,España,Vrouw,960,Werpers,18,1,14,159,54,False,10,1,1,2,8,2,10,5,6,Kogelslingeren,17.98 m,0,10
Onbekend,Ayllón Julia,5665204,16,España,Vrouw,960,Werpers,18,1,14,159,54,False,10,1,1,2,8,2,10,5,6,Speerwerpen,18.57 m,0,10
Hinkstapspringen,Ayllón Loreto,5506684,19,España,Vrouw,1880,Springers,20,3,17,174,78,False,14,2,4,2,10,10,2,7,8,Hoogspringen,0.99 m,277,10
Hinkstapspringen,Ayllón Loreto,5506684,19,España,Vrouw,1880,Springers,20,3,17,174,78,False,14,2,4,2,10,10,2,7,8,Polsstokhoogspringen,2.37 m,321,10
Hinkstapspringen,Ayllón Loreto,5506684,19,España,Vrouw,1880,Springers,20,3,17,174,78,False,14,2,4,2,10,10,2,7,8,Verspringen,3.39 m,325,10
Hinkstapspringen,Ayllón Loreto,5506684,19,España,Vrouw,1880,Springers,20,3,17,174,78,False,14,2,4,2,10,10,2,7,8,Hinkstapspringen,7.03 m,362,10
Onbekend,Ayude Sheila,5665188,15,España,Vrouw,570,Werpers,18,1,15,159,53,False,9,2,1,1,2,2,8,4,8,Kogelstoten,3.86 m,0,10
Onbekend,Ayude Sheila,5665188,15,España,Vrouw,570,Werpers,18,1,15,159,53,False,9,2,1,1,2,2,8,4,8,Discuswerpen,16.40 m,0,10
Onbekend,Ayude Sheila,5665188,15,España,Vrouw,570,Werpers,18,1,15,159,53,False,9,2,1,1,2,2,8,4,8,Kogelslingeren,14.23 m,0,10
Onbekend,Ayude Sheila,5665188,15,España,Vrouw,570,Werpers,18,1,15,159,53,False,9,2,1,1,2,2,8,4,8,Speerwerpen,14.99 m,0,10
20 km snelwandelen,Azcona Ofelia,5057716,31,España,Vrouw,32860,Snelwandelaars,20,12,18,178,71,False,16,0,20,2,5,0,0,11,13,10 km snelwandelen,58:29.55,995,10
20 km snelwandelen,Azcona Ofelia,5057716,31,España,Vrouw,32860,Snelwandelaars,20,12,18,178,71,False,16,0,20,2,5,0,0,11,13,20 km snelwandelen,1h:55:06.77,1025,10
20 km snelwandelen,Azcona Ofelia,5057716,31,España,Vrouw,32860,Snelwandelaars,20,12,18,178,71,False,16,0,20,2,5,0,0,11,13,50 km snelwandelen,4h:37:17.28,1042,10
100 meter horden,Azkoitia Elsa,5578149,19,España,Vrouw,1630,Sprinters,19,2,19,168,66,False,15,3,2,11,3,1,3,5,4,100 meter,14.76 s,665,10
100 meter horden,Azkoitia Elsa,5578149,19,España,Vrouw,1630,Sprinters,19,2,19,168,66,False,15,3,2,11,3,1,3,5,4,200 meter,29.55 s,618,10
100 meter horden,Azkoitia Elsa,5578149,19,España,Vrouw,1630,Sprinters,19,2,19,168,66,False,15,3,2,11,3,1,3,5,4,400 meter,1:07.15,682,10
100 meter horden,Azkoitia Elsa,5578149,19,España,Vrouw,1630,Sprinters,19,2,19,168,66,False,15,3,2,11,3,1,3,5,4,100 meter horden,20.49 s,745,10
100 meter horden,Azkoitia Elsa,5578149,19,España,Vrouw,1630,Sprinters,19,2,19,168,66,False,15,3,2,11,3,1,3,5,4,400 meter horden,1:15.88,781,10
Onbekend,Azpiroz Leoncio,5599478,18,España,Man,910,Middenafstandslopers,18,1,12,168,71,False,14,2,5,9,1,1,3,7,6,800 meter,2:25.10,671,10
Onbekend,Azpiroz Leoncio,5599478,18,España,Man,910,Middenafstandslopers,18,1,12,168,71,False,14,2,5,9,1,1,3,7,6,1.500 meter,4:47.93,668,10
Onbekend,Azpiroz Leoncio,5599478,18,España,Man,910,Middenafstandslopers,18,1,12,168,71,False,14,2,5,9,1,1,3,7,6,3.000 meter steeplechase,14:30.64,638,10
Onbekend,Azzolin Silvana,5657350,17,Italia,Vrouw,1750,Werpers,19,1,13,177,67,False,20,4,3,7,1,2,5,8,9,Kogelstoten,5.02 m,0,10
Onbekend,Azzolin Silvana,5657350,17,Italia,Vrouw,1750,Werpers,19,1,13,177,67,False,20,4,3,7,1,2,5,8,9,Discuswerpen,20.15 m,0,10
Onbekend,Azzolin Silvana,5657350,17,Italia,Vrouw,1750,Werpers,19,1,13,177,67,False,20,4,3,7,1,2,5,8,9,Kogelslingeren,16.58 m,0,10
Onbekend,Azzolin Silvana,5657350,17,Italia,Vrouw,1750,Werpers,19,1,13,177,67,False,20,4,3,7,1,2,5,8,9,Speerwerpen,19.13 m,0,10
Onbekend,Babini Sheila,5643549,16,Italia,Vrouw,1020,Werpers,18,1,14,158,57,False,6,4,1,3,4,2,10,6,5,Kogelstoten,5.83 m,0,10
Onbekend,Babini Sheila,5643549,16,Italia,Vrouw,1020,Werpers,18,1,14,158,57,False,6,4,1,3,4,2,10,6,5,Discuswerpen,23.03 m,0,10
Onbekend,Babini Sheila,5643549,16,Italia,Vrouw,1020,Werpers,18,1,14,158,57,False,6,4,1,3,4,2,10,6,5,Kogelslingeren,20.39 m,0,10
Onbekend,Babini Sheila,5643549,16,Italia,Vrouw,1020,Werpers,18,1,14,158,57,False,6,4,1,3,4,2,10,6,5,Speerwerpen,20.76 m,24,10
Onbekend,Bäcker Ebba,5562947,17,Sverige,Vrouw,5330,Snelwandelaars,20,2,16,178,85,False,16,0,14,0,3,2,3,7,8,10 km snelwandelen,1h:04:44.67,752,10
Onbekend,Bäcker Ebba,5562947,17,Sverige,Vrouw,5330,Snelwandelaars,20,2,16,178,85,False,16,0,14,0,3,2,3,7,8,20 km snelwandelen,2h:11:04.57,713,10
Onbekend,Bäcker Ebba,5562947,17,Sverige,Vrouw,5330,Snelwandelaars,20,2,16,178,85,False,16,0,14,0,3,2,3,7,8,50 km snelwandelen,5h:15:30.11,735,10
Onbekend,Badilla Ivelis,5609070,15,Costa Rica,Vrouw,340,Meerkampers,19,2,19,156,63,False,8,3,3,3,1,3,3,6,7,Vijfkamp Vrouwen - 100 meter horden,21.88 s,524,10
Onbekend,Badilla Ivelis,5609070,15,Costa Rica,Vrouw,340,Meerkampers,19,2,19,156,63,False,8,3,3,3,1,3,3,6,7,Vijfkamp Vrouwen - Hoogspringen,0.43 m,281,10
Onbekend,Badilla Ivelis,5609070,15,Costa Rica,Vrouw,340,Meerkampers,19,2,19,156,63,False,8,3,3,3,1,3,3,6,7,Vijfkamp Vrouwen - Kogelstoten,3.63 m,213,10
Onbekend,Badilla Ivelis,5609070,15,Costa Rica,Vrouw,340,Meerkampers,19,2,19,156,63,False,8,3,3,3,1,3,3,6,7,Vijfkamp Vrouwen - Verspringen,1.83 m,351,10
Onbekend,Badilla Ivelis,5609070,15,Costa Rica,Vrouw,340,Meerkampers,19,2,19,156,63,False,8,3,3,3,1,3,3,6,7,Vijfkamp Vrouwen - 800 meter,2:48.13,515,10
Onbekend,Badilla Ivelis,5609070,15,Costa Rica,Vrouw,340,Meerkampers,19,2,19,156,63,False,8,3,3,3,1,3,3,6,7,Zevenkamp - 100 meter horden,22.05 s,501,10
Onbekend,Badilla Ivelis,5609070,15,Costa Rica,Vrouw,340,Meerkampers,19,2,19,156,63,False,8,3,3,3,1,3,3,6,7,Zevenkamp - Hoogspringen,0.42 m,275,10
Onbekend,Badilla Ivelis,5609070,15,Costa Rica,Vrouw,340,Meerkampers,19,2,19,156,63,False,8,3,3,3,1,3,3,6,7,Zevenkamp - Kogelstoten,3.65 m,214,10
Onbekend,Badilla Ivelis,5609070,15,Costa Rica,Vrouw,340,Meerkampers,19,2,19,156,63,False,8,3,3,3,1,3,3,6,7,Zevenkamp - 200 meter,30.69 s,387,10
Onbekend,Badilla Ivelis,5609070,15,Costa Rica,Vrouw,340,Meerkampers,19,2,19,156,63,False,8,3,3,3,1,3,3,6,7,Zevenkamp - Verspringen,1.77 m,340,10
Onbekend,Badilla Ivelis,5609070,15,Costa Rica,Vrouw,340,Meerkampers,19,2,19,156,63,False,8,3,3,3,1,3,3,6,7,Zevenkamp - Speerwerpen,13.44 m,283,10
Onbekend,Badilla Ivelis,5609070,15,Costa Rica,Vrouw,340,Meerkampers,19,2,19,156,63,False,8,3,3,3,1,3,3,6,7,Zevenkamp - 800 meter,2:47.95,518,10
Onbekend,Badilla Ivelis,5609070,15,Costa Rica,Vrouw,340,Meerkampers,19,2,19,156,63,False,8,3,3,3,1,3,3,6,7,Vijfkamp Vrouwen,1884 p,377,10
Onbekend,Badilla Ivelis,5609070,15,Costa Rica,Vrouw,340,Meerkampers,19,2,19,156,63,False,8,3,3,3,1,3,3,6,7,Zevenkamp,2518 p,360,10
Polsstokhoogspringen,Badillo Lea,5425254,30,España,Vrouw,3300,Springers,20,5,15,164,51,False,19,1,0,4,7,10,1,11,5,Hoogspringen,0.81 m,121,10
Polsstokhoogspringen,Badillo Lea,5425254,30,España,Vrouw,3300,Springers,20,5,15,164,51,False,19,1,0,4,7,10,1,11,5,Polsstokhoogspringen,2.13 m,231,10
Polsstokhoogspringen,Badillo Lea,5425254,30,España,Vrouw,3300,Springers,20,5,15,164,51,False,19,1,0,4,7,10,1,11,5,Verspringen,2.95 m,207,10
Polsstokhoogspringen,Badillo Lea,5425254,30,España,Vrouw,3300,Springers,20,5,15,164,51,False,19,1,0,4,7,10,1,11,5,Hinkstapspringen,5.55 m,164,10
Onbekend,Badiola Carolina,5647548,17,España,Vrouw,460,Sprinters,17,1,17,165,61,False,7,1,2,2,2,4,3,8,4,100 meter,15.59 s,518,10
Onbekend,Badiola Carolina,5647548,17,España,Vrouw,460,Sprinters,17,1,17,165,61,False,7,1,2,2,2,4,3,8,4,200 meter,31.22 s,468,10
Onbekend,Badiola Carolina,5647548,17,España,Vrouw,460,Sprinters,17,1,17,165,61,False,7,1,2,2,2,4,3,8,4,400 meter,1:11.14,528,10
Onbekend,Badiola Carolina,5647548,17,España,Vrouw,460,Sprinters,17,1,17,165,61,False,7,1,2,2,2,4,3,8,4,100 meter horden,21.91 s,570,10
Onbekend,Badiola Carolina,5647548,17,España,Vrouw,460,Sprinters,17,1,17,165,61,False,7,1,2,2,2,4,3,8,4,400 meter horden,1:20.62,625,10
Onbekend,Badiola Etelvina,5665211,14,España,Vrouw,890,Springers,16,1,15,156,50,False,18,3,2,3,3,7,3,4,8,Hoogspringen,0.52 m,0,10
Onbekend,Badiola Etelvina,5665211,14,España,Vrouw,890,Springers,16,1,15,156,50,False,18,3,2,3,3,7,3,4,8,Polsstokhoogspringen,1.33 m,0,10
Onbekend,Badiola Etelvina,5665211,14,España,Vrouw,890,Springers,16,1,15,156,50,False,18,3,2,3,3,7,3,4,8,Verspringen,2.00 m,0,10
Onbekend,Badiola Etelvina,5665211,14,España,Vrouw,890,Springers,16,1,15,156,50,False,18,3,2,3,3,7,3,4,8,Hinkstapspringen,3.77 m,0,10
Onbekend,Bagni Tommaso,5614317,17,Italia,Man,1310,Snelwandelaars,20,1,19,187,89,False,13,3,10,2,0,1,1,8,5,10 km snelwandelen,1h:02:17.52,615,10
Onbekend,Bagni Tommaso,5614317,17,Italia,Man,1310,Snelwandelaars,20,1,19,187,89,False,13,3,10,2,0,1,1,8,5,20 km snelwandelen,2h:00:00.35,650,10
Onbekend,Bagni Tommaso,5614317,17,Italia,Man,1310,Snelwandelaars,20,1,19,187,89,False,13,3,10,2,0,1,1,8,5,50 km snelwandelen,5h:08:06.97,578,10
5.000 meter,Bagüí Ángel,4885210,37,Ecuador,Man,40390,Langeafstandslopers,20,16,16,183,43,False,20,0,20,13,0,0,0,11,9,5.000 meter,14:30.04,1037,10
5.000 meter,Bagüí Ángel,4885210,37,Ecuador,Man,40390,Langeafstandslopers,20,16,16,183,43,False,20,0,20,13,0,0,0,11,9,10.000 meter,34:12.90,986,10
5.000 meter,Bagüí Ángel,4885210,37,Ecuador,Man,40390,Langeafstandslopers,20,16,16,183,43,False,20,0,20,13,0,0,0,11,9,Marathon,2h:18:01.11,1057,10
Onbekend,Baía Arsénio,5637771,17,Portugal,Man,480,Sprinters,13,1,18,184,84,False,11,5,3,8,1,2,1,6,6,100 meter,13.75 s,632,10
Onbekend,Baía Arsénio,5637771,17,Portugal,Man,480,Sprinters,13,1,18,184,84,False,11,5,3,8,1,2,1,6,6,200 meter,27.49 s,671,10
Onbekend,Baía Arsénio,5637771,17,Portugal,Man,480,Sprinters,13,1,18,184,84,False,11,5,3,8,1,2,1,6,6,400 meter,1:01.19,711,10
Onbekend,Baía Arsénio,5637771,17,Portugal,Man,480,Sprinters,13,1,18,184,84,False,11,5,3,8,1,2,1,6,6,110 meter horden,20.82 s,671,10
Onbekend,Baía Arsénio,5637771,17,Portugal,Man,480,Sprinters,13,1,18,184,84,False,11,5,3,8,1,2,1,6,6,400 meter horden,1:11.11,730,10
Onbekend,Baillie Gary,5590331,18,Great Britain,Man,820,Sprinters,16,2,12,173,78,False,10,6,1,8,7,1,1,8,5,100 meter,13.64 s,654,10
Onbekend,Baillie Gary,5590331,18,Great Britain,Man,820,Sprinters,16,2,12,173,78,False,10,6,1,8,7,1,1,8,5,200 meter,27.32 s,687,10
Onbekend,Baillie Gary,5590331,18,Great Britain,Man,820,Sprinters,16,2,12,173,78,False,10,6,1,8,7,1,1,8,5,400 meter,59.99 s,761,10
Onbekend,Baillie Gary,5590331,18,Great Britain,Man,820,Sprinters,16,2,12,173,78,False,10,6,1,8,7,1,1,8,5,110 meter horden,20.46 s,716,10
Onbekend,Baillie Gary,5590331,18,Great Britain,Man,820,Sprinters,16,2,12,173,78,False,10,6,1,8,7,1,1,8,5,400 meter horden,1:10.28,760,10
Kogelstoten,Balaj Iulian,5452046,23,România,Man,6070,Werpers,20,4,17,184,74,False,16,13,2,3,3,3,13,9,9,Kogelstoten,14.04 m,487,10
Kogelstoten,Balaj Iulian,5452046,23,România,Man,6070,Werpers,20,4,17,184,74,False,16,13,2,3,3,3,13,9,9,Discuswerpen,45.99 m,488,10
Kogelstoten,Balaj Iulian,5452046,23,România,Man,6070,Werpers,20,4,17,184,74,False,16,13,2,3,3,3,13,9,9,Kogelslingeren,45.98 m,432,10
Kogelstoten,Balaj Iulian,5452046,23,România,Man,6070,Werpers,20,4,17,184,74,False,16,13,2,3,3,3,13,9,9,Speerwerpen,50.40 m,534,10
Discuswerpen,Balakova Mila,5498598,21,Bulgaria,Vrouw,1940,Werpers,20,4,16,177,74,False,13,8,3,1,2,3,10,7,9,Kogelstoten,9.18 m,156,10
Discuswerpen,Balakova Mila,5498598,21,Bulgaria,Vrouw,1940,Werpers,20,4,16,177,74,False,13,8,3,1,2,3,10,7,9,Discuswerpen,34.63 m,237,10
Discuswerpen,Balakova Mila,5498598,21,Bulgaria,Vrouw,1940,Werpers,20,4,16,177,74,False,13,8,3,1,2,3,10,7,9,Kogelslingeren,29.93 m,186,10
Discuswerpen,Balakova Mila,5498598,21,Bulgaria,Vrouw,1940,Werpers,20,4,16,177,74,False,13,8,3,1,2,3,10,7,9,Speerwerpen,28.57 m,250,10
Onbekend,Balakova Todorka,5570775,17,Bulgaria,Vrouw,1170,Langeafstandslopers,20,2,15,182,85,False,13,2,10,6,2,0,2,6,8,5.000 meter,20:36.46,569,10
Onbekend,Balakova Todorka,5570775,17,Bulgaria,Vrouw,1170,Langeafstandslopers,20,2,15,182,85,False,13,2,10,6,2,0,2,6,8,10.000 meter,44:26.26,592,10
Onbekend,Balakova Todorka,5570775,17,Bulgaria,Vrouw,1170,Langeafstandslopers,20,2,15,182,85,False,13,2,10,6,2,0,2,6,8,Marathon,3h:09:43.87,589,10
Onbekend,Balbach Elisa,5536662,17,Deutschland,Vrouw,650,Langeafstandslopers,20,3,15,174,81,False,17,1,2,3,3,2,6,7,6,5.000 meter,21:46.59,416,10
Onbekend,Balbach Elisa,5536662,17,Deutschland,Vrouw,650,Langeafstandslopers,20,3,15,174,81,False,17,1,2,3,3,2,6,7,6,10.000 meter,47:23.45,414,10
Onbekend,Balbach Elisa,5536662,17,Deutschland,Vrouw,650,Langeafstandslopers,20,3,15,174,81,False,17,1,2,3,3,2,6,7,6,Marathon,3h:19:59.76,444,10
Onbekend,Balbiani Daria,5589942,17,Italia,Vrouw,1980,Middenafstandslopers,19,1,15,162,66,False,8,2,11,6,3,2,4,5,9,800 meter,2:41.83,608,10
Onbekend,Balbiani Daria,5589942,17,Italia,Vrouw,1980,Middenafstandslopers,19,1,15,162,66,False,8,2,11,6,3,2,4,5,9,1.500 meter,5:17.16,658,10
Onbekend,Balbiani Daria,5589942,17,Italia,Vrouw,1980,Middenafstandslopers,19,1,15,162,66,False,8,2,11,6,3,2,4,5,9,3.000 meter steeplechase,16:58.49,699,10
Onbekend,Baldacci Morena,5643391,15,Italia,Vrouw,280,Middenafstandslopers,20,1,17,157,60,False,12,3,2,4,1,2,3,6,5,800 meter,2:50.43,467,10
Onbekend,Baldacci Morena,5643391,15,Italia,Vrouw,280,Middenafstandslopers,20,1,17,157,60,False,12,3,2,4,1,2,3,6,5,1.500 meter,5:35.27,509,10
Onbekend,Baldacci Morena,5643391,15,Italia,Vrouw,280,Middenafstandslopers,20,1,17,157,60,False,12,3,2,4,1,2,3,6,5,3.000 meter steeplechase,17:57.29,551,10
Onbekend,Ballantyne Kirsty,5662198,17,Great Britain,Vrouw,530,Langeafstandslopers,11,1,13,153,50,False,9,3,9,3,0,2,1,7,4,5.000 meter,20:59.66,519,10
Onbekend,Ballantyne Kirsty,5662198,17,Great Britain,Vrouw,530,Langeafstandslopers,11,1,13,153,50,False,9,3,9,3,0,2,1,7,4,10.000 meter,45:38.83,519,10
Onbekend,Ballantyne Kirsty,5662198,17,Great Britain,Vrouw,530,Langeafstandslopers,11,1,13,153,50,False,9,3,9,3,0,2,1,7,4,Marathon,3h:12:15.83,553,10
Onbekend,Baller Alicia,5637748,17,Deutschland,Vrouw,1810,Sprinters,20,1,15,159,57,False,19,1,3,10,3,1,3,6,6,100 meter,15.06 s,612,10
Onbekend,Baller Alicia,5637748,17,Deutschland,Vrouw,1810,Sprinters,20,1,15,159,57,False,19,1,3,10,3,1,3,6,6,200 meter,30.01 s,577,10
Onbekend,Baller Alicia,5637748,17,Deutschland,Vrouw,1810,Sprinters,20,1,15,159,57,False,19,1,3,10,3,1,3,6,6,400 meter,1:08.12,645,10
Onbekend,Baller Alicia,5637748,17,Deutschland,Vrouw,1810,Sprinters,20,1,15,159,57,False,19,1,3,10,3,1,3,6,6,100 meter horden,21.20 s,657,10
Onbekend,Baller Alicia,5637748,17,Deutschland,Vrouw,1810,Sprinters,20,1,15,159,57,False,19,1,3,10,3,1,3,6,6,400 meter horden,1:18.16,706,10
200 meter,Balsamo Glory,4898601,35,Italia,Vrouw,21520,Sprinters,16,13,17,178,63,False,15,15,3,17,0,0,0,9,8,100 meter,13.08 s,961,10
200 meter,Balsamo Glory,4898601,35,Italia,Vrouw,21520,Sprinters,16,13,17,178,63,False,15,15,3,17,0,0,0,9,8,200 meter,25.06 s,1021,10
200 meter,Balsamo Glory,4898601,35,Italia,Vrouw,21520,Sprinters,16,13,17,178,63,False,15,15,3,17,0,0,0,9,8,400 meter,58.36 s,1021,10
200 meter,Balsamo Glory,4898601,35,Italia,Vrouw,21520,Sprinters,16,13,17,178,63,False,15,15,3,17,0,0,0,9,8,100 meter horden,19.26 s,896,10
200 meter,Balsamo Glory,4898601,35,Italia,Vrouw,21520,Sprinters,16,13,17,178,63,False,15,15,3,17,0,0,0,9,8,400 meter horden,1:11.16,936,10
Onbekend,Bandner Joachim,5631747,17,Deutschland,Man,570,Middenafstandslopers,20,1,17,176,84,False,12,1,3,3,2,0,2,6,8,800 meter,2:28.06,618,10
Onbekend,Bandner Joachim,5631747,17,Deutschland,Man,570,Middenafstandslopers,20,1,17,176,84,False,12,1,3,3,2,0,2,6,8,1.500 meter,4:56.72,589,10
Onbekend,Bandner Joachim,5631747,17,Deutschland,Man,570,Middenafstandslopers,20,1,17,176,84,False,12,1,3,3,2,0,2,6,8,3.000 meter steeplechase,14:45.27,594,10
3.000 meter steeplechase,Banja Folco,4986021,33,Italia,Man,13520,Middenafstandslopers,20,9,16,196,69,False,18,0,15,13,3,1,0,11,11,800 meter,2:09.10,958,10
3.000 meter steeplechase,Banja Folco,4986021,33,Italia,Man,13520,Middenafstandslopers,20,9,16,196,69,False,18,0,15,13,3,1,0,11,11,1.500 meter,4:16.57,951,10
3.000 meter steeplechase,Banja Folco,4986021,33,Italia,Man,13520,Middenafstandslopers,20,9,16,196,69,False,18,0,15,13,3,1,0,11,11,3.000 meter steeplechase,12:30.85,1000,10
Vijfkamp Vrouwen,Banks Sasha,4771290,38,United States,Vrouw,9930,Meerkampers,19,14,17,179,69,False,15,0,0,11,0,0,0,12,13,Vijfkamp Vrouwen - 100 meter horden,19.60 s,834,10
Vijfkamp Vrouwen,Banks Sasha,4771290,38,United States,Vrouw,9930,Meerkampers,19,14,17,179,69,False,15,0,0,11,0,0,0,12,13,Vijfkamp Vrouwen - Hoogspringen,0.64 m,419,10
Vijfkamp Vrouwen,Banks Sasha,4771290,38,United States,Vrouw,9930,Meerkampers,19,14,17,179,69,False,15,0,0,11,0,0,0,12,13,Vijfkamp Vrouwen - Kogelstoten,4.35 m,255,10
Vijfkamp Vrouwen,Banks Sasha,4771290,38,United States,Vrouw,9930,Meerkampers,19,14,17,179,69,False,15,0,0,11,0,0,0,12,13,Vijfkamp Vrouwen - Verspringen,3.16 m,607,10
Vijfkamp Vrouwen,Banks Sasha,4771290,38,United States,Vrouw,9930,Meerkampers,19,14,17,179,69,False,15,0,0,11,0,0,0,12,13,Vijfkamp Vrouwen - 800 meter,2:31.74,806,10
Vijfkamp Vrouwen,Banks Sasha,4771290,38,United States,Vrouw,9930,Meerkampers,19,14,17,179,69,False,15,0,0,11,0,0,0,12,13,Zevenkamp - 100 meter horden,20.03 s,776,10
Vijfkamp Vrouwen,Banks Sasha,4771290,38,United States,Vrouw,9930,Meerkampers,19,14,17,179,69,False,15,0,0,11,0,0,0,12,13,Zevenkamp - Hoogspringen,0.64 m,419,10
Vijfkamp Vrouwen,Banks Sasha,4771290,38,United States,Vrouw,9930,Meerkampers,19,14,17,179,69,False,15,0,0,11,0,0,0,12,13,Zevenkamp - Kogelstoten,4.30 m,253,10
Vijfkamp Vrouwen,Banks Sasha,4771290,38,United States,Vrouw,9930,Meerkampers,19,14,17,179,69,False,15,0,0,11,0,0,0,12,13,Zevenkamp - 200 meter,28.27 s,632,10
Vijfkamp Vrouwen,Banks Sasha,4771290,38,United States,Vrouw,9930,Meerkampers,19,14,17,179,69,False,15,0,0,11,0,0,0,12,13,Zevenkamp - Verspringen,3.13 m,601,10
Vijfkamp Vrouwen,Banks Sasha,4771290,38,United States,Vrouw,9930,Meerkampers,19,14,17,179,69,False,15,0,0,11,0,0,0,12,13,Zevenkamp - Speerwerpen,20.01 m,422,10
Vijfkamp Vrouwen,Banks Sasha,4771290,38,United States,Vrouw,9930,Meerkampers,19,14,17,179,69,False,15,0,0,11,0,0,0,12,13,Zevenkamp - 800 meter,2:33.74,770,10
Vijfkamp Vrouwen,Banks Sasha,4771290,38,United States,Vrouw,9930,Meerkampers,19,14,17,179,69,False,15,0,0,11,0,0,0,12,13,Vijfkamp Vrouwen,2921 p,584,10
Vijfkamp Vrouwen,Banks Sasha,4771290,38,United States,Vrouw,9930,Meerkampers,19,14,17,179,69,False,15,0,0,11,0,0,0,12,13,Zevenkamp,3873 p,553,10
1.500 meter,Baquedano Ibon,5512669,19,España,Man,910,Middenafstandslopers,20,4,20,174,84,False,8,2,2,9,1,4,3,5,7,800 meter,2:24.34,685,10
1.500 meter,Baquedano Ibon,5512669,19,España,Man,910,Middenafstandslopers,20,4,20,174,84,False,8,2,2,9,1,4,3,5,7,1.500 meter,4:41.72,724,10
1.500 meter,Baquedano Ibon,5512669,19,España,Man,910,Middenafstandslopers,20,4,20,174,84,False,8,2,2,9,1,4,3,5,7,3.000 meter steeplechase,14:30.21,640,10
Onbekend,Barahona Olimpia,5664453,17,España,Vrouw,350,Middenafstandslopers,11,1,15,178,74,False,6,0,8,3,2,1,1,3,3,800 meter,2:48.69,496,10
Onbekend,Barahona Olimpia,5664453,17,España,Vrouw,350,Middenafstandslopers,11,1,15,178,74,False,6,0,8,3,2,1,1,3,3,1.500 meter,5:33.83,521,10
Onbekend,Barahona Olimpia,5664453,17,España,Vrouw,350,Middenafstandslopers,11,1,15,178,74,False,6,0,8,3,2,1,1,3,3,3.000 meter steeplechase,17:36.93,602,10
